cohort,run_dir,config_index,family,task,core,strategy,feedback,depth,seed,transfer_output_activation,input_convention_valid,publication_included,exclusion_reason
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,69,primary,mnist,dendritic_shunting,local_ca,per_soma,3,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,70,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,3,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,71,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,3,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,72,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,3,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,73,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,3,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,74,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,3,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,75,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,3,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,76,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,3,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,77,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,3,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,78,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,3,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,79,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,3,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,80,primary,mnist,dendritic_shunting,local_ca,path_transport,3,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,81,primary,mnist,dendritic_shunting,local_ca,path_transport,3,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,82,primary,mnist,dendritic_shunting,local_ca,path_transport,3,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,83,primary,mnist,dendritic_shunting,local_ca,path_transport,3,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,84,primary,mnist,dendritic_shunting,local_ca,path_transport,3,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,85,primary,mnist,dendritic_shunting,local_ca,path_transport,3,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,86,primary,mnist,dendritic_shunting,local_ca,path_transport,3,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,87,primary,mnist,dendritic_shunting,local_ca,path_transport,3,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,88,primary,mnist,dendritic_shunting,local_ca,path_transport,3,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,89,primary,mnist,dendritic_shunting,local_ca,path_transport,3,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,90,primary,mnist,dendritic_shunting,local_ca,per_soma,4,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,91,primary,mnist,dendritic_shunting,local_ca,per_soma,4,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,92,primary,mnist,dendritic_shunting,local_ca,per_soma,4,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,93,primary,mnist,dendritic_shunting,local_ca,per_soma,4,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,94,primary,mnist,dendritic_shunting,local_ca,per_soma,4,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,95,primary,mnist,dendritic_shunting,local_ca,per_soma,4,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,96,primary,mnist,dendritic_shunting,local_ca,per_soma,4,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,97,primary,mnist,dendritic_shunting,local_ca,per_soma,4,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,98,primary,mnist,dendritic_shunting,local_ca,per_soma,4,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,99,primary,mnist,dendritic_shunting,local_ca,per_soma,4,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,100,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,4,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,101,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,4,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,102,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,4,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,103,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,4,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,104,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,4,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,105,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,4,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,106,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,4,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,107,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,4,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,108,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,4,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,109,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,4,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,110,primary,mnist,dendritic_shunting,local_ca,path_transport,4,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,111,primary,mnist,dendritic_shunting,local_ca,path_transport,4,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,112,primary,mnist,dendritic_shunting,local_ca,path_transport,4,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,113,primary,mnist,dendritic_shunting,local_ca,path_transport,4,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,114,primary,mnist,dendritic_shunting,local_ca,path_transport,4,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,115,primary,mnist,dendritic_shunting,local_ca,path_transport,4,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,116,primary,mnist,dendritic_shunting,local_ca,path_transport,4,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,117,primary,mnist,dendritic_shunting,local_ca,path_transport,4,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,118,primary,mnist,dendritic_shunting,local_ca,path_transport,4,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,119,primary,mnist,dendritic_shunting,local_ca,path_transport,4,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,0,primary,noise_resilience,dendritic_additive,standard,backprop,1,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,1,primary,noise_resilience,dendritic_additive,standard,backprop,1,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,2,primary,noise_resilience,dendritic_additive,standard,backprop,1,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,3,primary,noise_resilience,dendritic_additive,standard,backprop,1,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,4,primary,noise_resilience,dendritic_additive,standard,backprop,1,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,5,primary,noise_resilience,dendritic_additive,standard,backprop,1,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,6,primary,noise_resilience,dendritic_additive,standard,backprop,1,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,7,primary,noise_resilience,dendritic_additive,standard,backprop,1,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,8,primary,noise_resilience,dendritic_additive,standard,backprop,1,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,9,primary,noise_resilience,dendritic_additive,standard,backprop,1,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,10,primary,noise_resilience,dendritic_additive,standard,backprop,2,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,11,primary,noise_resilience,dendritic_additive,standard,backprop,2,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,12,primary,noise_resilience,dendritic_additive,standard,backprop,2,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,13,primary,noise_resilience,dendritic_additive,standard,backprop,2,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,14,primary,noise_resilience,dendritic_additive,standard,backprop,2,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,15,primary,noise_resilience,dendritic_additive,standard,backprop,2,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,16,primary,noise_resilience,dendritic_additive,standard,backprop,2,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,17,primary,noise_resilience,dendritic_additive,standard,backprop,2,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,18,primary,noise_resilience,dendritic_additive,standard,backprop,2,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,19,primary,noise_resilience,dendritic_additive,standard,backprop,2,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,20,primary,noise_resilience,dendritic_additive,standard,backprop,3,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,21,primary,noise_resilience,dendritic_additive,standard,backprop,3,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,22,primary,noise_resilience,dendritic_additive,standard,backprop,3,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,23,primary,noise_resilience,dendritic_additive,standard,backprop,3,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,24,primary,noise_resilience,dendritic_additive,standard,backprop,3,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,25,primary,noise_resilience,dendritic_additive,standard,backprop,3,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,26,primary,noise_resilience,dendritic_additive,standard,backprop,3,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,27,primary,noise_resilience,dendritic_additive,standard,backprop,3,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,28,primary,noise_resilience,dendritic_additive,standard,backprop,3,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,29,primary,noise_resilience,dendritic_additive,standard,backprop,3,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,30,primary,noise_resilience,dendritic_additive,standard,backprop,4,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,31,primary,noise_resilience,dendritic_additive,standard,backprop,4,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,32,primary,noise_resilience,dendritic_additive,standard,backprop,4,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,33,primary,noise_resilience,dendritic_additive,standard,backprop,4,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,34,primary,noise_resilience,dendritic_additive,standard,backprop,4,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,35,primary,noise_resilience,dendritic_additive,standard,backprop,4,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,36,primary,noise_resilience,dendritic_additive,standard,backprop,4,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,37,primary,noise_resilience,dendritic_additive,standard,backprop,4,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,38,primary,noise_resilience,dendritic_additive,standard,backprop,4,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_backprop_depth_feedback_20260802184322,39,primary,noise_resilience,dendritic_additive,standard,backprop,4,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,0,primary,noise_resilience,dendritic_additive,local_ca,per_soma,1,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,1,primary,noise_resilience,dendritic_additive,local_ca,per_soma,1,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,2,primary,noise_resilience,dendritic_additive,local_ca,per_soma,1,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,3,primary,noise_resilience,dendritic_additive,local_ca,per_soma,1,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,4,primary,noise_resilience,dendritic_additive,local_ca,per_soma,1,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,5,primary,noise_resilience,dendritic_additive,local_ca,per_soma,1,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,6,primary,noise_resilience,dendritic_additive,local_ca,per_soma,1,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,7,primary,noise_resilience,dendritic_additive,local_ca,per_soma,1,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,8,primary,noise_resilience,dendritic_additive,local_ca,per_soma,1,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,9,primary,noise_resilience,dendritic_additive,local_ca,per_soma,1,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,10,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,11,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,12,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,13,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,14,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,15,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,16,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,17,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,18,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,19,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,20,primary,noise_resilience,dendritic_additive,local_ca,path_transport,1,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,21,primary,noise_resilience,dendritic_additive,local_ca,path_transport,1,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,22,primary,noise_resilience,dendritic_additive,local_ca,path_transport,1,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,23,primary,noise_resilience,dendritic_additive,local_ca,path_transport,1,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,24,primary,noise_resilience,dendritic_additive,local_ca,path_transport,1,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,25,primary,noise_resilience,dendritic_additive,local_ca,path_transport,1,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,26,primary,noise_resilience,dendritic_additive,local_ca,path_transport,1,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,27,primary,noise_resilience,dendritic_additive,local_ca,path_transport,1,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,28,primary,noise_resilience,dendritic_additive,local_ca,path_transport,1,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,29,primary,noise_resilience,dendritic_additive,local_ca,path_transport,1,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,30,primary,noise_resilience,dendritic_additive,local_ca,per_soma,2,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,31,primary,noise_resilience,dendritic_additive,local_ca,per_soma,2,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,32,primary,noise_resilience,dendritic_additive,local_ca,per_soma,2,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,33,primary,noise_resilience,dendritic_additive,local_ca,per_soma,2,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,34,primary,noise_resilience,dendritic_additive,local_ca,per_soma,2,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,35,primary,noise_resilience,dendritic_additive,local_ca,per_soma,2,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,36,primary,noise_resilience,dendritic_additive,local_ca,per_soma,2,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,37,primary,noise_resilience,dendritic_additive,local_ca,per_soma,2,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,38,primary,noise_resilience,dendritic_additive,local_ca,per_soma,2,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,39,primary,noise_resilience,dendritic_additive,local_ca,per_soma,2,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,40,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,41,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,42,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,43,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,44,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,45,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,46,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,47,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,48,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,49,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,2,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,50,primary,noise_resilience,dendritic_additive,local_ca,path_transport,2,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,51,primary,noise_resilience,dendritic_additive,local_ca,path_transport,2,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,52,primary,noise_resilience,dendritic_additive,local_ca,path_transport,2,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,53,primary,noise_resilience,dendritic_additive,local_ca,path_transport,2,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,54,primary,noise_resilience,dendritic_additive,local_ca,path_transport,2,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,55,primary,noise_resilience,dendritic_additive,local_ca,path_transport,2,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,56,primary,noise_resilience,dendritic_additive,local_ca,path_transport,2,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,57,primary,noise_resilience,dendritic_additive,local_ca,path_transport,2,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,58,primary,noise_resilience,dendritic_additive,local_ca,path_transport,2,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,59,primary,noise_resilience,dendritic_additive,local_ca,path_transport,2,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,60,primary,noise_resilience,dendritic_additive,local_ca,per_soma,3,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,61,primary,noise_resilience,dendritic_additive,local_ca,per_soma,3,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,62,primary,noise_resilience,dendritic_additive,local_ca,per_soma,3,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,63,primary,noise_resilience,dendritic_additive,local_ca,per_soma,3,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,64,primary,noise_resilience,dendritic_additive,local_ca,per_soma,3,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,65,primary,noise_resilience,dendritic_additive,local_ca,per_soma,3,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,66,primary,noise_resilience,dendritic_additive,local_ca,per_soma,3,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,67,primary,noise_resilience,dendritic_additive,local_ca,per_soma,3,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,68,primary,noise_resilience,dendritic_additive,local_ca,per_soma,3,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,69,primary,noise_resilience,dendritic_additive,local_ca,per_soma,3,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,70,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,71,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,72,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,73,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,74,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,75,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,76,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,77,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,49,,True,True,
