cohort,run_dir,config_index,family,task,core,strategy,feedback,depth,seed,transfer_output_activation,input_convention_valid,publication_included,exclusion_reason
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,78,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,79,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,80,primary,noise_resilience,dendritic_additive,local_ca,path_transport,3,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,81,primary,noise_resilience,dendritic_additive,local_ca,path_transport,3,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,82,primary,noise_resilience,dendritic_additive,local_ca,path_transport,3,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,83,primary,noise_resilience,dendritic_additive,local_ca,path_transport,3,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,84,primary,noise_resilience,dendritic_additive,local_ca,path_transport,3,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,85,primary,noise_resilience,dendritic_additive,local_ca,path_transport,3,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,86,primary,noise_resilience,dendritic_additive,local_ca,path_transport,3,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,87,primary,noise_resilience,dendritic_additive,local_ca,path_transport,3,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,88,primary,noise_resilience,dendritic_additive,local_ca,path_transport,3,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,89,primary,noise_resilience,dendritic_additive,local_ca,path_transport,3,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,90,primary,noise_resilience,dendritic_additive,local_ca,per_soma,4,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,91,primary,noise_resilience,dendritic_additive,local_ca,per_soma,4,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,92,primary,noise_resilience,dendritic_additive,local_ca,per_soma,4,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,93,primary,noise_resilience,dendritic_additive,local_ca,per_soma,4,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,94,primary,noise_resilience,dendritic_additive,local_ca,per_soma,4,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,95,primary,noise_resilience,dendritic_additive,local_ca,per_soma,4,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,96,primary,noise_resilience,dendritic_additive,local_ca,per_soma,4,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,97,primary,noise_resilience,dendritic_additive,local_ca,per_soma,4,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,98,primary,noise_resilience,dendritic_additive,local_ca,per_soma,4,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,99,primary,noise_resilience,dendritic_additive,local_ca,per_soma,4,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,100,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,4,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,101,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,4,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,102,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,4,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,103,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,4,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,104,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,4,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,105,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,4,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,106,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,4,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,107,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,4,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,108,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,4,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,109,primary,noise_resilience,dendritic_additive,local_ca,per_soma_shared,4,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,110,primary,noise_resilience,dendritic_additive,local_ca,path_transport,4,42,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,111,primary,noise_resilience,dendritic_additive,local_ca,path_transport,4,43,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,112,primary,noise_resilience,dendritic_additive,local_ca,path_transport,4,44,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,113,primary,noise_resilience,dendritic_additive,local_ca,path_transport,4,45,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,114,primary,noise_resilience,dendritic_additive,local_ca,path_transport,4,46,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,115,primary,noise_resilience,dendritic_additive,local_ca,path_transport,4,47,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,116,primary,noise_resilience,dendritic_additive,local_ca,path_transport,4,48,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,117,primary,noise_resilience,dendritic_additive,local_ca,path_transport,4,49,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,118,primary,noise_resilience,dendritic_additive,local_ca,path_transport,4,50,,True,True,
primary,prospective_runs/journal_confirmatory_noise_additive_local3f_depth_feedback_20260802184326,119,primary,noise_resilience,dendritic_additive,local_ca,path_transport,4,51,,True,True,
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,0,primary,noise_resilience,dendritic_shunting,standard,backprop,1,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,1,primary,noise_resilience,dendritic_shunting,standard,backprop,1,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,2,primary,noise_resilience,dendritic_shunting,standard,backprop,1,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,3,primary,noise_resilience,dendritic_shunting,standard,backprop,1,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,4,primary,noise_resilience,dendritic_shunting,standard,backprop,1,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,5,primary,noise_resilience,dendritic_shunting,standard,backprop,1,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,6,primary,noise_resilience,dendritic_shunting,standard,backprop,1,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,7,primary,noise_resilience,dendritic_shunting,standard,backprop,1,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,8,primary,noise_resilience,dendritic_shunting,standard,backprop,1,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,9,primary,noise_resilience,dendritic_shunting,standard,backprop,1,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,10,primary,noise_resilience,dendritic_shunting,standard,backprop,2,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,11,primary,noise_resilience,dendritic_shunting,standard,backprop,2,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,12,primary,noise_resilience,dendritic_shunting,standard,backprop,2,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,13,primary,noise_resilience,dendritic_shunting,standard,backprop,2,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,14,primary,noise_resilience,dendritic_shunting,standard,backprop,2,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,15,primary,noise_resilience,dendritic_shunting,standard,backprop,2,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,16,primary,noise_resilience,dendritic_shunting,standard,backprop,2,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,17,primary,noise_resilience,dendritic_shunting,standard,backprop,2,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,18,primary,noise_resilience,dendritic_shunting,standard,backprop,2,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,19,primary,noise_resilience,dendritic_shunting,standard,backprop,2,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,20,primary,noise_resilience,dendritic_shunting,standard,backprop,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,21,primary,noise_resilience,dendritic_shunting,standard,backprop,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,22,primary,noise_resilience,dendritic_shunting,standard,backprop,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,23,primary,noise_resilience,dendritic_shunting,standard,backprop,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
primary,prospective_runs/journal_confirmatory_noise_shunting_backprop_depth_feedback_20260802184332,24,primary,noise_resilience,dendritic_shunting,standard,backprop,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
