family,calibration_rows,calibration_noise_sd,policy,seed_count,mean_test_nmse,mean_regret,regret_ci_low,regret_ci_high
quartet,256,0.5,fixed_comb,20,0.42869228947134974,0.1389030889501045,0.03481064933458153,0.2523996226036141
quartet,256,0.5,fixed_mixed,20,0.3650993841701226,0.07531018364887733,0.017283074898268563,0.1448323874391876
quartet,256,0.5,observed_rank_only,20,0.3539371822189416,0.06414798169769632,0.003680497322744972,0.13084363659726211
quartet,256,0.5,oracle_adaptive_dp,20,0.0012489494516472503,-0.28854025106959813,-0.3460934607221135,-0.2266393588671954
quartet,256,0.5,oracle_best_trained_menu,20,0.28978920052124535,0.0,0.0,0.0
quartet,256,0.5,oracle_full_target_cut,20,0.3247944016272378,0.03500520110599256,0.001993246414382477,0.08712185412262662
quartet,256,0.5,two_sweep_pilot,20,0.3650779532038957,0.07528875268265041,0.01584688380971801,0.1460973534569539
quartet,256,0.5,uniform_random_expectation,20,0.3870836635053097,0.09729446298406436,0.053234723588783665,0.15359863584621786
quartet,1024,0.0,development_best_fixed,20,0.3539371822189416,0.06414798169769632,0.003680497322744972,0.13084363659726211
quartet,1024,0.0,estimated_cut,20,0.3247944016272378,0.03500520110599256,0.001993246414382477,0.08712185412262662
quartet,1024,0.0,fixed_balanced,20,0.3539371822189416,0.06414798169769632,0.003680497322744972,0.13084363659726211
quartet,1024,0.0,fixed_comb,20,0.42869228947134974,0.1389030889501045,0.03481064933458153,0.2523996226036141
quartet,1024,0.0,fixed_mixed,20,0.3650993841701226,0.07531018364887733,0.017283074898268563,0.1448323874391876
quartet,1024,0.0,observed_rank_only,20,0.3539371822189416,0.06414798169769632,0.003680497322744972,0.13084363659726211
quartet,1024,0.0,oracle_best_trained_menu,20,0.28978920052124535,0.0,0.0,0.0
quartet,1024,0.0,oracle_full_target_cut,20,0.3247944016272378,0.03500520110599256,0.001993246414382477,0.08712185412262662
quartet,1024,0.0,two_sweep_pilot,20,0.37241369770531435,0.08262449718406897,0.019933513766426512,0.16411189074682941
quartet,1024,0.0,uniform_random_expectation,20,0.3870836635053097,0.09729446298406436,0.053234723588783665,0.15359863584621786
quartet,1024,0.5,development_best_fixed,20,0.3539371822189416,0.06414798169769632,0.003680497322744972,0.13084363659726211
quartet,1024,0.5,estimated_cut,20,0.3195414731175096,0.029752272596264284,0.0012869095097547659,0.08582555789277321
quartet,1024,0.5,fixed_balanced,20,0.3539371822189416,0.06414798169769632,0.003680497322744972,0.13084363659726211
quartet,1024,0.5,fixed_comb,20,0.42869228947134974,0.1389030889501045,0.03481064933458153,0.2523996226036141
