family,calibration_rows,calibration_noise_sd,policy,mean_test_nmse,ci95_low,ci95_high,n_seeds
quartet,256,0.0,fixed_balanced,0.3539371822189416,0.28011645512791394,0.4287335369332755,20
quartet,256,0.0,fixed_comb,0.42869228947134974,0.3506403688596221,0.5142420326524355,20
quartet,256,0.0,fixed_mixed,0.3650993841701226,0.30450685374848635,0.43003302560687495,20
quartet,256,0.0,observed_rank_only,0.3539371822189416,0.28011645512791394,0.4287335369332755,20
quartet,256,0.0,oracle_best_trained_menu,0.28978920052124535,0.22825945720933483,0.3469853687755196,20
quartet,256,0.0,oracle_full_target_cut,0.3247944016272378,0.24758822580131254,0.4015492974753705,20
quartet,256,0.0,two_sweep_pilot,0.35974742101933904,0.30294723630347686,0.42457832345662844,20
quartet,256,0.0,uniform_random_expectation,0.3870836635053097,0.3480651716792873,0.42375691673345106,20
quartet,256,0.5,development_best_fixed,0.3539371822189416,0.28011645512791394,0.4287335369332755,20
quartet,256,0.5,estimated_adaptive_dp,0.0014359446279995848,0.0012388274606288453,0.0016282184116576971,20
quartet,256,0.5,estimated_cut,0.2924810790498222,0.23004024652541025,0.3508157771278485,20
quartet,256,0.5,fixed_balanced,0.3539371822189416,0.28011645512791394,0.4287335369332755,20
quartet,256,0.5,fixed_comb,0.42869228947134974,0.3506403688596221,0.5142420326524355,20
quartet,256,0.5,fixed_mixed,0.3650993841701226,0.30450685374848635,0.43003302560687495,20
quartet,256,0.5,observed_rank_only,0.3539371822189416,0.28011645512791394,0.4287335369332755,20
quartet,256,0.5,oracle_adaptive_dp,0.0012489494516472503,0.001112460676782053,0.0013816473943716581,20
quartet,256,0.5,oracle_best_trained_menu,0.28978920052124535,0.22825945720933483,0.3469853687755196,20
quartet,256,0.5,oracle_full_target_cut,0.3247944016272378,0.24758822580131254,0.4015492974753705,20
quartet,256,0.5,two_sweep_pilot,0.3650779532038957,0.303413461026836,0.4295073004151059,20
quartet,256,0.5,uniform_random_expectation,0.3870836635053097,0.3480651716792873,0.42375691673345106,20
quartet,1024,0.0,development_best_fixed,0.3539371822189416,0.28011645512791394,0.4287335369332755,20
quartet,1024,0.0,estimated_cut,0.3247944016272378,0.24758822580131254,0.4015492974753705,20
quartet,1024,0.0,fixed_balanced,0.3539371822189416,0.28011645512791394,0.4287335369332755,20
quartet,1024,0.0,fixed_comb,0.42869228947134974,0.3506403688596221,0.5142420326524355,20
quartet,1024,0.0,fixed_mixed,0.3650993841701226,0.30450685374848635,0.43003302560687495,20
