task_id,arm,seed,rank,noise_sd,angle_pi,endpoint,spearman_rho
s7203_r8_n750_a125,feedback_only,7203,8,0.75,0.125,actual_training_first_step_test_decrease,0.9627906976744188
s7203_r8_n750_a125,joint_forward_feedback,7203,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7203_r8_n750_a125,joint_forward_feedback,7203,8,0.75,0.125,actual_training_first_step_test_decrease,0.9533834586466164
s7203_r8_n750_a375,feedback_only,7203,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7203_r8_n750_a375,feedback_only,7203,8,0.75,0.375,actual_training_first_step_test_decrease,0.9565891472868218
s7203_r8_n750_a375,joint_forward_feedback,7203,8,0.75,0.375,exact_expected_calibration_decrease,0.9969924812030074
s7203_r8_n750_a375,joint_forward_feedback,7203,8,0.75,0.375,actual_training_first_step_test_decrease,0.9263157894736842
s7204_r1_n000_a125,feedback_only,7204,1,0.0,0.125,exact_expected_calibration_decrease,1.0
s7204_r1_n000_a125,feedback_only,7204,1,0.0,0.125,actual_training_first_step_test_decrease,1.0
s7204_r1_n000_a125,joint_forward_feedback,7204,1,0.0,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7204_r1_n000_a125,joint_forward_feedback,7204,1,0.0,0.125,actual_training_first_step_test_decrease,0.9984962406015038
s7204_r1_n000_a375,feedback_only,7204,1,0.0,0.375,exact_expected_calibration_decrease,1.0
s7204_r1_n000_a375,feedback_only,7204,1,0.0,0.375,actual_training_first_step_test_decrease,1.0
s7204_r1_n000_a375,joint_forward_feedback,7204,1,0.0,0.375,exact_expected_calibration_decrease,0.9969924812030074
s7204_r1_n000_a375,joint_forward_feedback,7204,1,0.0,0.375,actual_training_first_step_test_decrease,0.9969924812030074
s7204_r1_n750_a125,feedback_only,7204,1,0.75,0.125,exact_expected_calibration_decrease,1.0
s7204_r1_n750_a125,feedback_only,7204,1,0.75,0.125,actual_training_first_step_test_decrease,1.0
s7204_r1_n750_a125,joint_forward_feedback,7204,1,0.75,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7204_r1_n750_a125,joint_forward_feedback,7204,1,0.75,0.125,actual_training_first_step_test_decrease,0.9969924812030074
s7204_r1_n750_a375,feedback_only,7204,1,0.75,0.375,exact_expected_calibration_decrease,1.0
s7204_r1_n750_a375,feedback_only,7204,1,0.75,0.375,actual_training_first_step_test_decrease,1.0
s7204_r1_n750_a375,joint_forward_feedback,7204,1,0.75,0.375,exact_expected_calibration_decrease,0.9969924812030074
s7204_r1_n750_a375,joint_forward_feedback,7204,1,0.75,0.375,actual_training_first_step_test_decrease,0.9969924812030074
s7204_r2_n000_a125,feedback_only,7204,2,0.0,0.125,exact_expected_calibration_decrease,0.9984496124031008
s7204_r2_n000_a125,feedback_only,7204,2,0.0,0.125,actual_training_first_step_test_decrease,0.9984496124031008
s7204_r2_n000_a125,joint_forward_feedback,7204,2,0.0,0.125,exact_expected_calibration_decrease,0.993984962406015
s7204_r2_n000_a125,joint_forward_feedback,7204,2,0.0,0.125,actual_training_first_step_test_decrease,0.9729323308270676
s7204_r2_n000_a375,feedback_only,7204,2,0.0,0.375,exact_expected_calibration_decrease,1.0
s7204_r2_n000_a375,feedback_only,7204,2,0.0,0.375,actual_training_first_step_test_decrease,0.9875968992248063
s7204_r2_n000_a375,joint_forward_feedback,7204,2,0.0,0.375,exact_expected_calibration_decrease,0.9969924812030074
s7204_r2_n000_a375,joint_forward_feedback,7204,2,0.0,0.375,actual_training_first_step_test_decrease,0.9894736842105262
s7204_r2_n750_a125,feedback_only,7204,2,0.75,0.125,exact_expected_calibration_decrease,0.9984496124031008
s7204_r2_n750_a125,feedback_only,7204,2,0.75,0.125,actual_training_first_step_test_decrease,0.9937984496124034
s7204_r2_n750_a125,joint_forward_feedback,7204,2,0.75,0.125,exact_expected_calibration_decrease,0.993984962406015
s7204_r2_n750_a125,joint_forward_feedback,7204,2,0.75,0.125,actual_training_first_step_test_decrease,0.9624060150375938
s7204_r2_n750_a375,feedback_only,7204,2,0.75,0.375,exact_expected_calibration_decrease,1.0
s7204_r2_n750_a375,feedback_only,7204,2,0.75,0.375,actual_training_first_step_test_decrease,0.9798449612403102
s7204_r2_n750_a375,joint_forward_feedback,7204,2,0.75,0.375,exact_expected_calibration_decrease,0.9924812030075187
s7204_r2_n750_a375,joint_forward_feedback,7204,2,0.75,0.375,actual_training_first_step_test_decrease,0.9789473684210527
s7204_r4_n000_a125,feedback_only,7204,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7204_r4_n000_a125,feedback_only,7204,4,0.0,0.125,actual_training_first_step_test_decrease,0.9937984496124034
s7204_r4_n000_a125,joint_forward_feedback,7204,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7204_r4_n000_a125,joint_forward_feedback,7204,4,0.0,0.125,actual_training_first_step_test_decrease,0.9954887218045112
s7204_r4_n000_a375,feedback_only,7204,4,0.0,0.375,exact_expected_calibration_decrease,1.0
s7204_r4_n000_a375,feedback_only,7204,4,0.0,0.375,actual_training_first_step_test_decrease,0.992248062015504
s7204_r4_n000_a375,joint_forward_feedback,7204,4,0.0,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7204_r4_n000_a375,joint_forward_feedback,7204,4,0.0,0.375,actual_training_first_step_test_decrease,0.9879699248120299
s7204_r4_n750_a125,feedback_only,7204,4,0.75,0.125,exact_expected_calibration_decrease,1.0
s7204_r4_n750_a125,feedback_only,7204,4,0.75,0.125,actual_training_first_step_test_decrease,0.9937984496124034
s7204_r4_n750_a125,joint_forward_feedback,7204,4,0.75,0.125,exact_expected_calibration_decrease,1.0
s7204_r4_n750_a125,joint_forward_feedback,7204,4,0.75,0.125,actual_training_first_step_test_decrease,0.9864661654135337
s7204_r4_n750_a375,feedback_only,7204,4,0.75,0.375,exact_expected_calibration_decrease,1.0
s7204_r4_n750_a375,feedback_only,7204,4,0.75,0.375,actual_training_first_step_test_decrease,0.9736434108527134
s7204_r4_n750_a375,joint_forward_feedback,7204,4,0.75,0.375,exact_expected_calibration_decrease,1.0
s7204_r4_n750_a375,joint_forward_feedback,7204,4,0.75,0.375,actual_training_first_step_test_decrease,0.9609022556390976
s7204_r8_n000_a125,feedback_only,7204,8,0.0,0.125,exact_expected_calibration_decrease,0.9984496124031008
s7204_r8_n000_a125,feedback_only,7204,8,0.0,0.125,actual_training_first_step_test_decrease,0.9689922480620156
s7204_r8_n000_a125,joint_forward_feedback,7204,8,0.0,0.125,exact_expected_calibration_decrease,1.0
s7204_r8_n000_a125,joint_forward_feedback,7204,8,0.0,0.125,actual_training_first_step_test_decrease,0.9924812030075187
s7204_r8_n000_a375,feedback_only,7204,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7204_r8_n000_a375,feedback_only,7204,8,0.0,0.375,actual_training_first_step_test_decrease,0.9674418604651163
s7204_r8_n000_a375,joint_forward_feedback,7204,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7204_r8_n000_a375,joint_forward_feedback,7204,8,0.0,0.375,actual_training_first_step_test_decrease,0.9729323308270676
s7204_r8_n750_a125,feedback_only,7204,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7204_r8_n750_a125,feedback_only,7204,8,0.75,0.125,actual_training_first_step_test_decrease,0.9596899224806201
s7204_r8_n750_a125,joint_forward_feedback,7204,8,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7204_r8_n750_a125,joint_forward_feedback,7204,8,0.75,0.125,actual_training_first_step_test_decrease,0.9879699248120299
s7204_r8_n750_a375,feedback_only,7204,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7204_r8_n750_a375,feedback_only,7204,8,0.75,0.375,actual_training_first_step_test_decrease,0.9689922480620156
s7204_r8_n750_a375,joint_forward_feedback,7204,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7204_r8_n750_a375,joint_forward_feedback,7204,8,0.75,0.375,actual_training_first_step_test_decrease,0.9699248120300751
s7205_r1_n000_a125,feedback_only,7205,1,0.0,0.125,exact_expected_calibration_decrease,1.0
s7205_r1_n000_a125,feedback_only,7205,1,0.0,0.125,actual_training_first_step_test_decrease,1.0
s7205_r1_n000_a125,joint_forward_feedback,7205,1,0.0,0.125,exact_expected_calibration_decrease,0.9954887218045112
s7205_r1_n000_a125,joint_forward_feedback,7205,1,0.0,0.125,actual_training_first_step_test_decrease,0.9954887218045112
s7205_r1_n000_a375,feedback_only,7205,1,0.0,0.375,exact_expected_calibration_decrease,1.0
s7205_r1_n000_a375,feedback_only,7205,1,0.0,0.375,actual_training_first_step_test_decrease,1.0
s7205_r1_n000_a375,joint_forward_feedback,7205,1,0.0,0.375,exact_expected_calibration_decrease,0.9954887218045112
s7205_r1_n000_a375,joint_forward_feedback,7205,1,0.0,0.375,actual_training_first_step_test_decrease,0.9954887218045112
s7205_r1_n750_a125,feedback_only,7205,1,0.75,0.125,exact_expected_calibration_decrease,1.0
s7205_r1_n750_a125,feedback_only,7205,1,0.75,0.125,actual_training_first_step_test_decrease,1.0
s7205_r1_n750_a125,joint_forward_feedback,7205,1,0.75,0.125,exact_expected_calibration_decrease,0.9954887218045112
s7205_r1_n750_a125,joint_forward_feedback,7205,1,0.75,0.125,actual_training_first_step_test_decrease,0.9954887218045112
s7205_r1_n750_a375,feedback_only,7205,1,0.75,0.375,exact_expected_calibration_decrease,1.0
s7205_r1_n750_a375,feedback_only,7205,1,0.75,0.375,actual_training_first_step_test_decrease,1.0
s7205_r1_n750_a375,joint_forward_feedback,7205,1,0.75,0.375,exact_expected_calibration_decrease,0.9954887218045112
s7205_r1_n750_a375,joint_forward_feedback,7205,1,0.75,0.375,actual_training_first_step_test_decrease,0.9954887218045112
s7205_r2_n000_a125,feedback_only,7205,2,0.0,0.125,exact_expected_calibration_decrease,1.0
s7205_r2_n000_a125,feedback_only,7205,2,0.0,0.125,actual_training_first_step_test_decrease,0.9968992248062016
s7205_r2_n000_a125,joint_forward_feedback,7205,2,0.0,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7205_r2_n000_a125,joint_forward_feedback,7205,2,0.0,0.125,actual_training_first_step_test_decrease,0.956390977443609
s7205_r2_n000_a375,feedback_only,7205,2,0.0,0.375,exact_expected_calibration_decrease,0.9984496124031008
s7205_r2_n000_a375,feedback_only,7205,2,0.0,0.375,actual_training_first_step_test_decrease,0.9860465116279072
s7205_r2_n000_a375,joint_forward_feedback,7205,2,0.0,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7205_r2_n000_a375,joint_forward_feedback,7205,2,0.0,0.375,actual_training_first_step_test_decrease,0.9804511278195487
s7205_r2_n750_a125,feedback_only,7205,2,0.75,0.125,exact_expected_calibration_decrease,1.0
s7205_r2_n750_a125,feedback_only,7205,2,0.75,0.125,actual_training_first_step_test_decrease,0.9984496124031008
s7205_r2_n750_a125,joint_forward_feedback,7205,2,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7205_r2_n750_a125,joint_forward_feedback,7205,2,0.75,0.125,actual_training_first_step_test_decrease,0.9864661654135337
s7205_r2_n750_a375,feedback_only,7205,2,0.75,0.375,exact_expected_calibration_decrease,1.0
s7205_r2_n750_a375,feedback_only,7205,2,0.75,0.375,actual_training_first_step_test_decrease,0.9674418604651163
s7205_r2_n750_a375,joint_forward_feedback,7205,2,0.75,0.375,exact_expected_calibration_decrease,1.0
s7205_r2_n750_a375,joint_forward_feedback,7205,2,0.75,0.375,actual_training_first_step_test_decrease,0.9503759398496241
s7205_r4_n000_a125,feedback_only,7205,4,0.0,0.125,exact_expected_calibration_decrease,0.9984496124031008
s7205_r4_n000_a125,feedback_only,7205,4,0.0,0.125,actual_training_first_step_test_decrease,0.9767441860465117
s7205_r4_n000_a125,joint_forward_feedback,7205,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7205_r4_n000_a125,joint_forward_feedback,7205,4,0.0,0.125,actual_training_first_step_test_decrease,0.9112781954887217
s7205_r4_n000_a375,feedback_only,7205,4,0.0,0.375,exact_expected_calibration_decrease,1.0
s7205_r4_n000_a375,feedback_only,7205,4,0.0,0.375,actual_training_first_step_test_decrease,0.9488372093023256
s7205_r4_n000_a375,joint_forward_feedback,7205,4,0.0,0.375,exact_expected_calibration_decrease,0.9969924812030074
s7205_r4_n000_a375,joint_forward_feedback,7205,4,0.0,0.375,actual_training_first_step_test_decrease,0.9383458646616539
s7205_r4_n750_a125,feedback_only,7205,4,0.75,0.125,exact_expected_calibration_decrease,1.0
s7205_r4_n750_a125,feedback_only,7205,4,0.75,0.125,actual_training_first_step_test_decrease,0.8511627906976745
s7205_r4_n750_a125,joint_forward_feedback,7205,4,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7205_r4_n750_a125,joint_forward_feedback,7205,4,0.75,0.125,actual_training_first_step_test_decrease,0.7593984962406014
s7205_r4_n750_a375,feedback_only,7205,4,0.75,0.375,exact_expected_calibration_decrease,0.9984496124031008
s7205_r4_n750_a375,feedback_only,7205,4,0.75,0.375,actual_training_first_step_test_decrease,0.9333333333333335
s7205_r4_n750_a375,joint_forward_feedback,7205,4,0.75,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7205_r4_n750_a375,joint_forward_feedback,7205,4,0.75,0.375,actual_training_first_step_test_decrease,0.9383458646616539
s7205_r8_n000_a125,feedback_only,7205,8,0.0,0.125,exact_expected_calibration_decrease,1.0
s7205_r8_n000_a125,feedback_only,7205,8,0.0,0.125,actual_training_first_step_test_decrease,0.9488372093023256
s7205_r8_n000_a125,joint_forward_feedback,7205,8,0.0,0.125,exact_expected_calibration_decrease,1.0
s7205_r8_n000_a125,joint_forward_feedback,7205,8,0.0,0.125,actual_training_first_step_test_decrease,0.9548872180451128
s7205_r8_n000_a375,feedback_only,7205,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7205_r8_n000_a375,feedback_only,7205,8,0.0,0.375,actual_training_first_step_test_decrease,0.9658914728682173
s7205_r8_n000_a375,joint_forward_feedback,7205,8,0.0,0.375,exact_expected_calibration_decrease,0.9954887218045112
s7205_r8_n000_a375,joint_forward_feedback,7205,8,0.0,0.375,actual_training_first_step_test_decrease,0.9488721804511278
s7205_r8_n750_a125,feedback_only,7205,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7205_r8_n750_a125,feedback_only,7205,8,0.75,0.125,actual_training_first_step_test_decrease,0.9488372093023256
s7205_r8_n750_a125,joint_forward_feedback,7205,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7205_r8_n750_a125,joint_forward_feedback,7205,8,0.75,0.125,actual_training_first_step_test_decrease,0.9233082706766916
s7205_r8_n750_a375,feedback_only,7205,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7205_r8_n750_a375,feedback_only,7205,8,0.75,0.375,actual_training_first_step_test_decrease,0.9348837209302328
s7205_r8_n750_a375,joint_forward_feedback,7205,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7205_r8_n750_a375,joint_forward_feedback,7205,8,0.75,0.375,actual_training_first_step_test_decrease,0.9263157894736842
s7206_r1_n000_a125,feedback_only,7206,1,0.0,0.125,exact_expected_calibration_decrease,1.0
s7206_r1_n000_a125,feedback_only,7206,1,0.0,0.125,actual_training_first_step_test_decrease,1.0
s7206_r1_n000_a125,joint_forward_feedback,7206,1,0.0,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7206_r1_n000_a125,joint_forward_feedback,7206,1,0.0,0.125,actual_training_first_step_test_decrease,0.9984962406015038
s7206_r1_n000_a375,feedback_only,7206,1,0.0,0.375,exact_expected_calibration_decrease,1.0
s7206_r1_n000_a375,feedback_only,7206,1,0.0,0.375,actual_training_first_step_test_decrease,1.0
s7206_r1_n000_a375,joint_forward_feedback,7206,1,0.0,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7206_r1_n000_a375,joint_forward_feedback,7206,1,0.0,0.375,actual_training_first_step_test_decrease,0.9984962406015038
s7206_r1_n750_a125,feedback_only,7206,1,0.75,0.125,exact_expected_calibration_decrease,1.0
s7206_r1_n750_a125,feedback_only,7206,1,0.75,0.125,actual_training_first_step_test_decrease,1.0
s7206_r1_n750_a125,joint_forward_feedback,7206,1,0.75,0.125,exact_expected_calibration_decrease,0.9879699248120299
s7206_r1_n750_a125,joint_forward_feedback,7206,1,0.75,0.125,actual_training_first_step_test_decrease,0.9879699248120299
s7206_r1_n750_a375,feedback_only,7206,1,0.75,0.375,exact_expected_calibration_decrease,1.0
s7206_r1_n750_a375,feedback_only,7206,1,0.75,0.375,actual_training_first_step_test_decrease,1.0
s7206_r1_n750_a375,joint_forward_feedback,7206,1,0.75,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7206_r1_n750_a375,joint_forward_feedback,7206,1,0.75,0.375,actual_training_first_step_test_decrease,0.9984962406015038
s7206_r2_n000_a125,feedback_only,7206,2,0.0,0.125,exact_expected_calibration_decrease,0.9984496124031008
s7206_r2_n000_a125,feedback_only,7206,2,0.0,0.125,actual_training_first_step_test_decrease,1.0
s7206_r2_n000_a125,joint_forward_feedback,7206,2,0.0,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7206_r2_n000_a125,joint_forward_feedback,7206,2,0.0,0.125,actual_training_first_step_test_decrease,0.993984962406015
s7206_r2_n000_a375,feedback_only,7206,2,0.0,0.375,exact_expected_calibration_decrease,0.9984496124031008
s7206_r2_n000_a375,feedback_only,7206,2,0.0,0.375,actual_training_first_step_test_decrease,0.9984496124031008
s7206_r2_n000_a375,joint_forward_feedback,7206,2,0.0,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7206_r2_n000_a375,joint_forward_feedback,7206,2,0.0,0.375,actual_training_first_step_test_decrease,0.9969924812030074
s7206_r2_n750_a125,feedback_only,7206,2,0.75,0.125,exact_expected_calibration_decrease,0.9984496124031008
s7206_r2_n750_a125,feedback_only,7206,2,0.75,0.125,actual_training_first_step_test_decrease,1.0
s7206_r2_n750_a125,joint_forward_feedback,7206,2,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7206_r2_n750_a125,joint_forward_feedback,7206,2,0.75,0.125,actual_training_first_step_test_decrease,0.9969924812030074
s7206_r2_n750_a375,feedback_only,7206,2,0.75,0.375,exact_expected_calibration_decrease,0.9984496124031008
s7206_r2_n750_a375,feedback_only,7206,2,0.75,0.375,actual_training_first_step_test_decrease,1.0
s7206_r2_n750_a375,joint_forward_feedback,7206,2,0.75,0.375,exact_expected_calibration_decrease,1.0
s7206_r2_n750_a375,joint_forward_feedback,7206,2,0.75,0.375,actual_training_first_step_test_decrease,0.9969924812030074
s7206_r4_n000_a125,feedback_only,7206,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7206_r4_n000_a125,feedback_only,7206,4,0.0,0.125,actual_training_first_step_test_decrease,0.9829457364341085
s7206_r4_n000_a125,joint_forward_feedback,7206,4,0.0,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7206_r4_n000_a125,joint_forward_feedback,7206,4,0.0,0.125,actual_training_first_step_test_decrease,0.9518796992481202
s7206_r4_n000_a375,feedback_only,7206,4,0.0,0.375,exact_expected_calibration_decrease,1.0
s7206_r4_n000_a375,feedback_only,7206,4,0.0,0.375,actual_training_first_step_test_decrease,0.9798449612403102
s7206_r4_n000_a375,joint_forward_feedback,7206,4,0.0,0.375,exact_expected_calibration_decrease,0.9969924812030074
s7206_r4_n000_a375,joint_forward_feedback,7206,4,0.0,0.375,actual_training_first_step_test_decrease,0.9714285714285714
s7206_r4_n750_a125,feedback_only,7206,4,0.75,0.125,exact_expected_calibration_decrease,1.0
s7206_r4_n750_a125,feedback_only,7206,4,0.75,0.125,actual_training_first_step_test_decrease,0.9953488372093025
s7206_r4_n750_a125,joint_forward_feedback,7206,4,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7206_r4_n750_a125,joint_forward_feedback,7206,4,0.75,0.125,actual_training_first_step_test_decrease,0.9533834586466164
s7206_r4_n750_a375,feedback_only,7206,4,0.75,0.375,exact_expected_calibration_decrease,1.0
s7206_r4_n750_a375,feedback_only,7206,4,0.75,0.375,actual_training_first_step_test_decrease,0.9798449612403102
s7206_r4_n750_a375,joint_forward_feedback,7206,4,0.75,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7206_r4_n750_a375,joint_forward_feedback,7206,4,0.75,0.375,actual_training_first_step_test_decrease,0.9533834586466164
s7206_r8_n000_a125,feedback_only,7206,8,0.0,0.125,exact_expected_calibration_decrease,1.0
s7206_r8_n000_a125,feedback_only,7206,8,0.0,0.125,actual_training_first_step_test_decrease,0.9643410852713179
s7206_r8_n000_a125,joint_forward_feedback,7206,8,0.0,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7206_r8_n000_a125,joint_forward_feedback,7206,8,0.0,0.125,actual_training_first_step_test_decrease,0.9218045112781955
s7206_r8_n000_a375,feedback_only,7206,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7206_r8_n000_a375,feedback_only,7206,8,0.0,0.375,actual_training_first_step_test_decrease,0.9302325581395351
s7206_r8_n000_a375,joint_forward_feedback,7206,8,0.0,0.375,exact_expected_calibration_decrease,0.9954887218045112
s7206_r8_n000_a375,joint_forward_feedback,7206,8,0.0,0.375,actual_training_first_step_test_decrease,0.9218045112781955
s7206_r8_n750_a125,feedback_only,7206,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7206_r8_n750_a125,feedback_only,7206,8,0.75,0.125,actual_training_first_step_test_decrease,0.9596899224806201
s7206_r8_n750_a125,joint_forward_feedback,7206,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7206_r8_n750_a125,joint_forward_feedback,7206,8,0.75,0.125,actual_training_first_step_test_decrease,0.9398496240601503
s7206_r8_n750_a375,feedback_only,7206,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7206_r8_n750_a375,feedback_only,7206,8,0.75,0.375,actual_training_first_step_test_decrease,0.8852713178294574
s7206_r8_n750_a375,joint_forward_feedback,7206,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7206_r8_n750_a375,joint_forward_feedback,7206,8,0.75,0.375,actual_training_first_step_test_decrease,0.8766917293233082
s7207_r1_n000_a125,feedback_only,7207,1,0.0,0.125,exact_expected_calibration_decrease,1.0
s7207_r1_n000_a125,feedback_only,7207,1,0.0,0.125,actual_training_first_step_test_decrease,1.0
s7207_r1_n000_a125,joint_forward_feedback,7207,1,0.0,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7207_r1_n000_a125,joint_forward_feedback,7207,1,0.0,0.125,actual_training_first_step_test_decrease,0.9969924812030074
s7207_r1_n000_a375,feedback_only,7207,1,0.0,0.375,exact_expected_calibration_decrease,1.0
s7207_r1_n000_a375,feedback_only,7207,1,0.0,0.375,actual_training_first_step_test_decrease,1.0
s7207_r1_n000_a375,joint_forward_feedback,7207,1,0.0,0.375,exact_expected_calibration_decrease,0.9864661654135337
s7207_r1_n000_a375,joint_forward_feedback,7207,1,0.0,0.375,actual_training_first_step_test_decrease,0.9864661654135337
s7207_r1_n750_a125,feedback_only,7207,1,0.75,0.125,exact_expected_calibration_decrease,1.0
s7207_r1_n750_a125,feedback_only,7207,1,0.75,0.125,actual_training_first_step_test_decrease,1.0
s7207_r1_n750_a125,joint_forward_feedback,7207,1,0.75,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7207_r1_n750_a125,joint_forward_feedback,7207,1,0.75,0.125,actual_training_first_step_test_decrease,0.9969924812030074
s7207_r1_n750_a375,feedback_only,7207,1,0.75,0.375,exact_expected_calibration_decrease,1.0
s7207_r1_n750_a375,feedback_only,7207,1,0.75,0.375,actual_training_first_step_test_decrease,1.0
s7207_r1_n750_a375,joint_forward_feedback,7207,1,0.75,0.375,exact_expected_calibration_decrease,0.9849624060150375
s7207_r1_n750_a375,joint_forward_feedback,7207,1,0.75,0.375,actual_training_first_step_test_decrease,0.9849624060150375
s7207_r2_n000_a125,feedback_only,7207,2,0.0,0.125,exact_expected_calibration_decrease,1.0
s7207_r2_n000_a125,feedback_only,7207,2,0.0,0.125,actual_training_first_step_test_decrease,0.9968992248062016
s7207_r2_n000_a125,joint_forward_feedback,7207,2,0.0,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7207_r2_n000_a125,joint_forward_feedback,7207,2,0.0,0.125,actual_training_first_step_test_decrease,0.9909774436090225
s7207_r2_n000_a375,feedback_only,7207,2,0.0,0.375,exact_expected_calibration_decrease,1.0
s7207_r2_n000_a375,feedback_only,7207,2,0.0,0.375,actual_training_first_step_test_decrease,0.9953488372093025
s7207_r2_n000_a375,joint_forward_feedback,7207,2,0.0,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7207_r2_n000_a375,joint_forward_feedback,7207,2,0.0,0.375,actual_training_first_step_test_decrease,0.9954887218045112
s7207_r2_n750_a125,feedback_only,7207,2,0.75,0.125,exact_expected_calibration_decrease,1.0
s7207_r2_n750_a125,feedback_only,7207,2,0.75,0.125,actual_training_first_step_test_decrease,0.9984496124031008
s7207_r2_n750_a125,joint_forward_feedback,7207,2,0.75,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7207_r2_n750_a125,joint_forward_feedback,7207,2,0.75,0.125,actual_training_first_step_test_decrease,0.9909774436090225
s7207_r2_n750_a375,feedback_only,7207,2,0.75,0.375,exact_expected_calibration_decrease,1.0
s7207_r2_n750_a375,feedback_only,7207,2,0.75,0.375,actual_training_first_step_test_decrease,0.9844961240310078
s7207_r2_n750_a375,joint_forward_feedback,7207,2,0.75,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7207_r2_n750_a375,joint_forward_feedback,7207,2,0.75,0.375,actual_training_first_step_test_decrease,0.9834586466165413
s7207_r4_n000_a125,feedback_only,7207,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7207_r4_n000_a125,feedback_only,7207,4,0.0,0.125,actual_training_first_step_test_decrease,0.9984496124031008
s7207_r4_n000_a125,joint_forward_feedback,7207,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7207_r4_n000_a125,joint_forward_feedback,7207,4,0.0,0.125,actual_training_first_step_test_decrease,0.9894736842105262
s7207_r4_n000_a375,feedback_only,7207,4,0.0,0.375,exact_expected_calibration_decrease,0.9984496124031008
s7207_r4_n000_a375,feedback_only,7207,4,0.0,0.375,actual_training_first_step_test_decrease,0.9891472868217055
s7207_r4_n000_a375,joint_forward_feedback,7207,4,0.0,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7207_r4_n000_a375,joint_forward_feedback,7207,4,0.0,0.375,actual_training_first_step_test_decrease,0.9879699248120299
s7207_r4_n750_a125,feedback_only,7207,4,0.75,0.125,exact_expected_calibration_decrease,0.9984496124031008
s7207_r4_n750_a125,feedback_only,7207,4,0.75,0.125,actual_training_first_step_test_decrease,0.9953488372093025
s7207_r4_n750_a125,joint_forward_feedback,7207,4,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7207_r4_n750_a125,joint_forward_feedback,7207,4,0.75,0.125,actual_training_first_step_test_decrease,0.9894736842105262
s7207_r4_n750_a375,feedback_only,7207,4,0.75,0.375,exact_expected_calibration_decrease,1.0
s7207_r4_n750_a375,feedback_only,7207,4,0.75,0.375,actual_training_first_step_test_decrease,0.9813953488372094
s7207_r4_n750_a375,joint_forward_feedback,7207,4,0.75,0.375,exact_expected_calibration_decrease,0.9954887218045112
s7207_r4_n750_a375,joint_forward_feedback,7207,4,0.75,0.375,actual_training_first_step_test_decrease,0.9819548872180449
s7207_r8_n000_a125,feedback_only,7207,8,0.0,0.125,exact_expected_calibration_decrease,1.0
s7207_r8_n000_a125,feedback_only,7207,8,0.0,0.125,actual_training_first_step_test_decrease,0.992248062015504
s7207_r8_n000_a125,joint_forward_feedback,7207,8,0.0,0.125,exact_expected_calibration_decrease,0.9969924812030074
