panel,record,endpoint,comparison,unit,n_targets,mean,ci95_low,ci95_high,positive_targets,target_root_id,effect,session,scan_idx,reliability,lambda_value,lambda,n_replicates,n_positive_detections,power,power_ci95_low,power_ci95_high,mean_target_effect,target_effect_sd_across_datasets,mean_effect_mc_se,n_two_sided_rejections,two_sided_rejection_rate,two_sided_ci95_low,two_sided_ci95_high,drawn,scan,partner_index,measured_split_half_spearman,clipped_measured_spearman,pearson_signal_fraction,simulated_mean_split_half_spearman,simulated_se,n_simulated,pre_pt_root_id,repeat_reliability,input_row,route_column,site_segment_id,route_segment_id,value,n_sites,n_routes,coverage,sites_per_route,one_site_routes
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses6_scan6_automatic_conservative,5.0,0.0367444301321501,0.0367444301321501,0.0384763034709111,0.0366981918801583,0.0027285218449305,1000.0,864691136389679223,0.0367444301321501,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses6_scan6_automatic_conservative,6.0,0.2177186202948332,0.2177186202948332,0.2275009151352284,0.2220064643862411,0.0026127280227609,1000.0,864691136197033548,0.2177186202948332,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses6_scan6_automatic_conservative,7.0,0.1372310481370163,0.1372310481370163,0.1435843887612681,0.1387871141644005,0.0026968610873486,1000.0,864691135892048777,0.1372310481370163,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses6_scan6_automatic_conservative,8.0,0.2311912599589714,0.2311912599589714,0.2415120802573312,0.2317794666285005,0.0026263226474877,1000.0,864691135720773937,0.2311912599589714,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses6_scan6_automatic_conservative,9.0,0.2886694337102237,0.2886694337102237,0.3011442336526412,0.2896059968512952,0.0024388892645412,1000.0,864691136446104451,0.2886694337102237,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,0.0,0.2908449024378607,0.2908449024378607,0.303396210250651,0.2890264825151472,0.002469334918199,1000.0,864691136524348561,0.2908449024378607,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,1.0,0.1527837412337197,0.1527837412337197,0.1598241643804767,0.1523974190162683,0.0026176059911817,1000.0,864691136275334078,0.1527837412337197,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,2.0,0.324063737417108,0.324063737417108,0.3377326767434594,0.3298209198034445,0.0025615450383322,1000.0,864691136380816597,0.3240637374171079,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,3.0,0.1210295310338247,0.1210295310338247,0.1266570157096727,0.1185897094604265,0.0025730194877066,1000.0,864691135738969220,0.1210295310338247,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,4.0,0.087095081341539,0.087095081341539,0.0911741469323693,0.0917672725537903,0.0027648646433426,1000.0,864691135295414796,0.087095081341539,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,5.0,0.1281331997519202,0.1281331997519202,0.1340801350330799,0.1297860359715662,0.0026725852576745,1000.0,864691136335276211,0.1281331997519202,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,6.0,0.1079910309622632,0.1079910309622632,0.1130276916216558,0.110525032202662,0.0027184326952297,1000.0,864691135464671550,0.1079910309622632,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,7.0,0.0575115691045274,0.0575115691045274,0.0602168726724973,0.0563192261819569,0.0027638916406996,1000.0,864691135469339474,0.0575115691045274,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,8.0,0.1484805114259816,0.1484805114259816,0.1553318423990717,0.1484710605410047,0.0026696755069651,1000.0,864691135839950227,0.1484805114259815,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,9.0,0.1842946424311817,0.1842946424311817,0.1926935266912062,0.1817506321263298,0.0026503596417289,1000.0,864691136034487739,0.1842946424311817,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256456_ses7_scan4_automatic_conservative,10.0,0.2112685463479796,0.2112685463479796,0.2207889699229861,0.2119595868517723,0.0027048115588861,1000.0,864691135591111179,0.2112685463479795,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan6_automatic_conservative,0.0,0.3545632364868088,0.3545632364868088,0.3691685979790969,0.3531681933113877,0.0024381039290364,1000.0,864691135336055529,0.3545632364868088,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan6_automatic_conservative,1.0,0.2214636706264014,0.2214636706264014,0.2313968277173647,0.2195215209198034,0.0026003313007604,1000.0,864691135469501522,0.2214636706264013,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan6_automatic_conservative,2.0,0.2156051715089929,0.2156051715089929,0.2253019429871667,0.2193586326988216,0.0025076089752934,1000.0,864691135641008443,0.2156051715089929,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan6_automatic_conservative,3.0,0.3329946090358284,0.3329946090358284,0.3469470274797008,0.3329461285244025,0.0025038511448079,1000.0,864691135774179147,0.3329946090358284,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan6_automatic_conservative,4.0,0.3524879538189971,0.3524879538189971,0.3670324928381812,0.3517136539287247,0.0024125265598481,1000.0,864691136312150874,0.3524879538189971,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan6_automatic_conservative,5.0,0.2409570154095701,0.2409570154095701,0.2516607172883223,0.2446414484041791,0.0024276316708317,1000.0,864691135694415551,0.2409570154095701,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan6_automatic_conservative,6.0,0.4041553361003769,0.4041553361003769,0.4200787620619258,0.4049675635704403,0.0023208754364016,1000.0,864691136904656818,0.4041553361003768,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan6_automatic_conservative,7.0,0.3418586899479987,0.3418586899479987,0.3560849662612954,0.3443267305949143,0.00242382448599,1000.0,864691136005322698,0.3418586899479987,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan6_automatic_conservative,8.0,0.3048041601068651,0.3048041601068651,0.3178369009159442,0.3061434998330232,0.0024394443881425,1000.0,864691136108586969,0.3048041601068651,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan6_automatic_conservative,9.0,0.2612757024951099,0.2612757024951099,0.2727546366716751,0.2610519679404608,0.0025614659483144,1000.0,864691135997141418,0.2612757024951099,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan7_automatic_conservative,0.0,0.2456466771623491,0.2456466771623491,0.2565319222440796,0.2453826248747674,0.0025849059178119,1000.0,864691135698428826,0.2456466771623491,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan7_automatic_conservative,1.0,0.3627975764515052,0.3627975764515052,0.3776399497552169,0.3638787510137875,0.0024211372285714,1000.0,864691135595986219,0.3627975764515051,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan7_automatic_conservative,2.0,0.3535041267115119,0.3535041267115119,0.3680785020734796,0.350068808740041,0.0024187446979837,1000.0,864691136425794351,0.3535041267115118,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan7_automatic_conservative,3.0,0.2007537808310672,0.2007537808310672,0.2098419434901743,0.2026975716807404,0.0026767808546071,1000.0,864691135853034439,0.2007537808310671,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan7_automatic_conservative,4.0,0.1706693382949286,0.1706693382949286,0.1784867372897361,0.1701609035828443,0.0026528980978613,1000.0,864691135742189460,0.1706693382949286,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan7_automatic_conservative,5.0,0.3527789704689661,0.3527789704689661,0.3673320647989266,0.3501665855636658,0.0024697562247249,1000.0,864691136906164146,0.3527789704689661,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan7_automatic_conservative,6.0,0.2765803158246266,0.2765803158246266,0.2886229224616371,0.2810438958064977,0.0024616540356911,1000.0,864691136665210846,0.2765803158246266,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses5_scan7_automatic_conservative,7.0,0.0864748819235723,0.0864748819235723,0.0905253460352609,0.0837484089499546,0.0026950611584877,1000.0,864691136904656818,0.0864748819235723,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,0.0,0.2658890320118315,0.2658890320118315,0.2775397668358997,0.2665520108773436,0.0025903484450155,1000.0,864691135469501522,0.2658890320118314,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,1.0,0.1418014407709555,0.1418014407709555,0.1483577270381797,0.1393882734602356,0.002666140520284,1000.0,864691136108586969,0.1418014407709555,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,2.0,0.1692190258098373,0.1692190258098373,0.1769739823841356,0.1738604169648394,0.0026303493240816,1000.0,864691135429733424,0.1692190258098373,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,3.0,0.3708363150613043,0.3708363150613043,0.3859032995490886,0.3680616669052049,0.002318751831093,1000.0,864691136312150874,0.3708363150613042,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,4.0,0.1154095701540957,0.1154095701540957,0.1207830797302901,0.1124964887171413,0.0026309000800682,1000.0,864691135774179147,0.1154095701540957,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,5.0,0.2361480845379514,0.2361480845379514,0.2466640506414146,0.2386941415008825,0.0025898499792782,1000.0,864691135577617694,0.2361480845379513,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,6.0,0.1128428987166642,0.1128428987166642,0.1181000653097739,0.1115152330518582,0.002619784821615,1000.0,864691135641008443,0.1128428987166642,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,7.0,0.2465674347597919,0.2465674347597919,0.2574881428921698,0.249879495253089,0.0026357508206149,1000.0,864691135618461289,0.2465674347597919,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,8.0,0.4318210009064453,0.4318210009064453,0.4483588473883514,0.430254906731549,0.002247853173553,1000.0,864691136914235889,0.4318210009064453,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,9.0,0.4074137684270789,0.4074137684270789,0.4234142547159902,0.4083487810696055,0.0023062919875803,1000.0,864691135861093992,0.4074137684270788,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,10.0,0.1932875339916988,0.1932875339916988,0.2020648788754883,0.1968337054529841,0.0026736735968204,1000.0,864691135361314119,0.1932875339916988,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,11.0,0.1261437908496732,0.1261437908496732,0.1320014453796369,0.1258914269357378,0.0025793678622106,1000.0,864691135571440006,0.1261437908496731,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target256550_ses9_scan4_automatic_conservative,12.0,0.1470111158818758,0.1470111158818758,0.1537976970398459,0.1504294690138829,0.0026927841922938,1000.0,864691135755033805,0.1470111158818758,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,0.0,0.3537378941844377,0.3537378941844377,0.3683191185739281,0.3512765946281188,0.0023779588247606,1000.0,864691135102434592,0.3537378941844377,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,target258209_ses4_scan7_automatic_conservative,1.0,-0.1877963837603167,0.0,0.0,-0.0020442249892657,0.0027663658896153,1000.0,864691135573296677,-0.1877963837603167,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,2.0,0.2937025905252612,0.2937025905252612,0.30635380016303,0.2947198463813749,0.0026438946491275,1000.0,864691136100052085,0.2937025905252611,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,3.0,0.1275273126282143,0.1275273126282143,0.1334470721920529,0.1275973236009732,0.0026835158627823,1000.0,864691135545285672,0.1275273126282143,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,4.0,0.1556128047325986,0.1556128047325986,0.1627771017156781,0.1543527980535279,0.0026370425139712,1000.0,864691136906009522,0.1556128047325986,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,5.0,0.2337102237488669,0.2337102237488669,0.2441304189067014,0.2323023329039645,0.0026495358809129,1000.0,864691135376325193,0.2337102237488669,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,6.0,0.1847478650827727,0.1847478650827727,0.1931659269281985,0.1827745670530986,0.0025224755624804,1000.0,864691136026382905,0.1847478650827727,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,7.0,0.2574734029864987,0.2574734029864987,0.2688095416997556,0.2623786746815514,0.0026224815803529,1000.0,864691135868145174,0.2574734029864987,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,8.0,0.0959543914889556,0.0959543914889556,0.1004409355341793,0.1005526930967034,0.0026632471147948,1000.0,864691135347693215,0.0959543914889556,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,9.0,0.1554649110252373,0.1554649110252373,0.162622741101784,0.1589471924049425,0.0026702211119613,1000.0,864691135442839112,0.1554649110252373,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,10.0,0.0847001574352368,0.0847001574352368,0.0886687248064419,0.0825938457134678,0.0026911357271012,1000.0,864691135943762036,0.0847001574352368,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses4_scan7_automatic_conservative,11.0,0.0352273269405085,0.0352273269405085,0.0368878787740782,0.0379529554887648,0.0026678275951664,1000.0,864691135582973549,0.0352273269405085,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,0.0,0.1127856495396212,0.1127856495396212,0.1180402186720974,0.1176932684509327,0.0027344098681549,1000.0,864691135545285672,0.1127856495396212,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,1.0,0.3782882496064119,0.3782882496064119,0.3935573461196543,0.3794268260102094,0.0024295055822724,1000.0,864691135102434592,0.3782882496064119,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,2.0,0.3955011688373646,0.3955011688373646,0.4112140175251107,0.3968008158007728,0.002411744417201,1000.0,864691136335276211,0.3955011688373646,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,3.0,0.4294833261771862,0.4294833261771862,0.4459728118246706,0.4325290301035256,0.0023130583301409,1000.0,864691135376325193,0.4294833261771861,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,4.0,0.2805686751586279,0.2805686751586279,0.2927551709088559,0.2818433710223749,0.0026082058261099,1000.0,864691135294476214,0.2805686751586279,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,5.0,0.1436381852010877,0.1436381852010877,0.1502757932520056,0.1423469824912933,0.002688320871383,1000.0,864691135347693215,0.1436381852010877,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,6.0,0.2466151424073279,0.2466151424073279,0.2575376863745997,0.2442197557368446,0.0025095812804857,1000.0,864691135739736689,0.2466151424073278,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,7.0,0.397881780449406,0.397881780449406,0.4136534048707149,0.3909756786412862,0.0022894700567979,1000.0,864691135442905672,0.397881780449406,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,8.0,0.3387910882114402,0.3387910882114402,0.3529234481830123,0.3416095749248604,0.0024540062247487,1000.0,864691135442668872,0.3387910882114402,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,9.0,0.4290587281141167,0.4290587281141167,0.445539358050116,0.4299810696054578,0.002267401762948,1000.0,864691135582973549,0.4290587281141166,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,10.0,0.2618959019130766,0.2618959019130766,0.2733980255590412,0.2641258289203759,0.0026092152291771,1000.0,864691136093372084,0.2618959019130766,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,11.0,0.5007442393015601,0.5007442393015601,0.5183908602197669,0.4995724631458423,0.0021208263124903,1000.0,864691136086755436,0.50074423930156,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,12.0,0.2964123849053003,0.2964123849053003,0.3091576927053201,0.2940191593912504,0.0025577997806388,1000.0,864691135470787666,0.2964123849053003,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,13.0,0.2461142121082009,0.2461142121082009,0.2570174718001188,0.2478202709794379,0.0026651579920187,1000.0,864691136906009522,0.2461142121082009,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,14.0,0.2910214207337436,0.2910214207337436,0.3035789191948229,0.2907224130528124,0.0025378959878524,1000.0,864691136665194974,0.2910214207337435,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,15.0,0.2048948046371833,0.2048948046371833,0.2141539819675601,0.2019740088736224,0.002644955119955,1000.0,864691136118618136,0.2048948046371833,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target258209_ses8_scan5_automatic_conservative,16.0,0.1565955822718381,0.1565955822718381,0.163802828053318,0.1567911406898525,0.0026162363857242,1000.0,864691135943762036,0.1565955822718381,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264871_ses7_scan3_automatic_conservative,0.0,0.2971900195601354,0.2971900195601354,0.3099622162011496,0.2971180668861218,0.0025331826239902,1000.0,864691135134507936,0.2971900195601354,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264871_ses7_scan3_automatic_conservative,1.0,0.426344162969324,0.426344162969324,0.4427676565273906,0.4256030723725013,0.0022909817823863,1000.0,864691135134945184,0.4263441629693238,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264871_ses7_scan3_automatic_conservative,2.0,0.2566862268021563,0.2566862268021563,0.2679926694544559,0.259169137922809,0.0023973191505473,1000.0,864691135349884119,0.2566862268021563,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264871_ses7_scan3_automatic_conservative,3.0,0.3894756929535805,0.3894756929535805,0.4050369301609699,0.3873251276179572,0.0024227467231682,1000.0,864691136124832806,0.3894756929535804,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264871_ses7_scan3_automatic_conservative,4.0,0.043285148609322,0.043285148609322,0.0453242211937941,0.0424062258480034,0.0026565152383643,1000.0,864691136123905062,0.043285148609322,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264871_ses7_scan3_automatic_conservative,5.0,0.3573445923381518,0.3573445923381518,0.3720307859060328,0.3579387433805639,0.0023593663837276,1000.0,864691136954123487,0.3573445923381517,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264888_ses7_scan3_automatic_conservative,0.0,0.0111254234053718,0.0111254234053718,0.0116504502555219,0.0067322312866752,0.0028126898782918,1000.0,864691136110073016,0.0111254234053718,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264888_ses7_scan3_automatic_conservative,1.0,0.2271838175659558,0.2271838175659558,0.2373456774867111,0.2285778350269548,0.0026183962754673,1000.0,864691136619096795,0.2271838175659558,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264888_ses7_scan3_automatic_conservative,2.0,0.4925671485139067,0.4925671485139067,0.5101157470644496,0.4920409665569391,0.0021561748682693,1000.0,864691135861102952,0.4925671485139067,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264888_ses7_scan3_automatic_conservative,3.0,0.2096083202137302,0.2096083202137302,0.2190609284680188,0.2095556843662039,0.0026294069958058,1000.0,864691135409939145,0.2096083202137302,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264888_ses7_scan3_automatic_conservative,4.0,0.2929869758122227,0.2929869758122227,0.3056132324125328,0.2944208768665617,0.002498396821011,1000.0,864691135699797013,0.2929869758122227,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264888_ses7_scan3_automatic_conservative,5.0,0.1100520013358141,0.1100520013358141,0.1151824192504861,0.1038747292591002,0.0028065095867818,1000.0,864691136108611033,0.1100520013358141,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264888_ses7_scan3_automatic_conservative,6.0,0.1869758122226993,0.1869758122226993,0.1954879883646523,0.1882428987166642,0.002697120685281,1000.0,864691136210847932,0.1869758122226993,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264888_ses7_scan3_automatic_conservative,7.0,0.2823052335289346,0.2823052335289346,0.2945539816616487,0.2831165831782835,0.0025200983613651,1000.0,864691135779161440,0.2823052335289346,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264888_ses7_scan3_automatic_conservative,8.0,0.3573445923381518,0.3573445923381518,0.3720307859060328,0.3580652688325939,0.0024846344617184,1000.0,864691136954123487,0.3573445923381517,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264889_ses6_scan6_automatic_conservative,0.0,0.57044511235151,0.57044511235151,0.5885261492687696,0.56705459663184,0.0020170678585937,1000.0,864691135842062307,0.5704451123515099,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264889_ses6_scan6_automatic_conservative,1.0,0.0433185439625972,0.0433185439625972,0.0453591837376943,0.0425500548637946,0.0026841655796258,1000.0,864691135853222087,0.0433185439625972,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264889_ses6_scan6_automatic_conservative,2.0,0.3405324173465006,0.3405324173465006,0.3547182013336954,0.3414526453890559,0.0024818485697997,1000.0,864691135811061708,0.3405324173465006,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264889_ses6_scan6_automatic_conservative,3.0,0.207981489432756,0.207981489432756,0.2173674858826993,0.2022175325604694,0.0026296779433661,1000.0,864691135619463567,0.207981489432756,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target264889_ses6_scan6_automatic_conservative,4.0,0.3293545155288392,0.3293545155288392,0.3431922965223879,0.3263928247698106,0.0025203771725228,1000.0,864691135196576298,0.3293545155288392,,,,,,,,,,
