architecture,budget_k,contrast,endpoint,n_pairs,mean_difference,ci95_low,ci95_high,wins,ties,wilcoxon_p_two_sided
degree_depth_matched_rewired_tree,2,correct - depth_interleaved_bins,heldout_accuracy,20,-0.0087890625,-0.01750488281,0.0003662109375,5,0,0.06733069932
degree_depth_matched_rewired_tree,2,correct - random_sparse_matched,heldout_accuracy,20,-0.01284179688,-0.04216308594,0.00615234375,8,0,0.5013675617
degree_depth_matched_rewired_tree,2,correct - random_rank_k,heldout_accuracy,20,-0.4004882813,-0.4667980957,-0.3309313965,0,0,1.907348633e-06
degree_depth_matched_rewired_tree,2,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,-0.4004882813,-0.4664569092,-0.3311254883,0,0,1.907348633e-06
degree_depth_matched_rewired_tree,2,correct - within_neuron_route_derangement,heldout_loss,20,-19.57033576,-20.65182973,-18.40790238,0,0,1.907348633e-06
degree_depth_matched_rewired_tree,2,correct - depth_interleaved_bins,heldout_loss,20,0.6287270933,0.1034676756,1.203535948,12,0,0.1768531799
degree_depth_matched_rewired_tree,2,correct - random_sparse_matched,heldout_loss,20,0.2358297962,-0.5272027123,0.9683602907,12,0,0.5216732025
degree_depth_matched_rewired_tree,2,correct - random_rank_k,heldout_loss,20,3.22325364,2.533297773,3.889990017,19,0,3.814697266e-06
degree_depth_matched_rewired_tree,2,correct - within_neuron_route_derangement,retained_context_forgetting,20,0.02622070313,0.01826171875,0.03442382812,19,0,0.0001395707024
degree_depth_matched_rewired_tree,2,correct - depth_interleaved_bins,retained_context_forgetting,20,-0.006982421875,-0.01694335938,0.00263671875,6,2,0.1022770664
degree_depth_matched_rewired_tree,2,correct - random_sparse_matched,retained_context_forgetting,20,0.003955078125,-0.004931640625,0.01284179688,11,1,0.4564035447
degree_depth_matched_rewired_tree,2,correct - random_rank_k,retained_context_forgetting,20,-0.05463867188,-0.08877075195,-0.020703125,6,0,0.01303400497
degree_depth_matched_rewired_tree,4,correct - within_neuron_route_derangement,heldout_accuracy,20,0.5591552734,0.5466064453,0.5712652588,20,0,1.907348633e-06
degree_depth_matched_rewired_tree,4,correct - depth_interleaved_bins,heldout_accuracy,20,-0.00732421875,-0.01984863281,0.004981079102,8,0,0.3504465377
degree_depth_matched_rewired_tree,4,correct - random_sparse_matched,heldout_accuracy,20,-0.005029296875,-0.01779846191,0.009130859375,7,0,0.2958354492
degree_depth_matched_rewired_tree,4,correct - random_rank_k,heldout_accuracy,20,-0.026171875,-0.04072265625,-0.01008239746,3,0,0.00540635793
degree_depth_matched_rewired_tree,4,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,-0.03327636719,-0.04416503906,-0.02199645996,2,0,0.0002720355656
degree_depth_matched_rewired_tree,4,correct - within_neuron_route_derangement,heldout_loss,20,-15.99360901,-16.44681368,-15.55322756,0,0,1.907348633e-06
degree_depth_matched_rewired_tree,4,correct - depth_interleaved_bins,heldout_loss,20,0.01071309025,-0.00268835332,0.02463700567,12,0,0.2024497986
degree_depth_matched_rewired_tree,4,correct - random_sparse_matched,heldout_loss,20,0.007242939469,-0.01442835946,0.02870595294,12,0,0.4090976715
degree_depth_matched_rewired_tree,4,correct - random_rank_k,heldout_loss,20,0.01515099092,-0.00570378848,0.03524696187,12,0,0.1768531799
degree_depth_matched_rewired_tree,4,correct - within_neuron_route_derangement,retained_context_forgetting,20,0.3279785156,0.2764160156,0.387890625,20,0,1.907348633e-06
degree_depth_matched_rewired_tree,4,correct - depth_interleaved_bins,retained_context_forgetting,20,0.05424804687,-0.00146484375,0.1155761719,10,0,0.3316807695
degree_depth_matched_rewired_tree,4,correct - random_sparse_matched,retained_context_forgetting,20,0.04331054688,-0.05419921875,0.1520019531,9,0,0.8373005794
degree_depth_matched_rewired_tree,4,correct - random_rank_k,retained_context_forgetting,20,0.18359375,0.110057373,0.2549804688,17,0,0.0002613067627
degree_depth_matched_rewired_tree,8,correct - within_neuron_route_derangement,heldout_accuracy,20,0.5993896484,0.5903564453,0.6084716797,20,0,8.844915021e-05
degree_depth_matched_rewired_tree,8,correct - depth_interleaved_bins,heldout_accuracy,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,8,correct - random_sparse_matched,heldout_accuracy,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,8,correct - random_rank_k,heldout_accuracy,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,8,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,8,correct - within_neuron_route_derangement,heldout_loss,20,-10.95289278,-11.48206316,-10.40542949,0,0,1.907348633e-06
degree_depth_matched_rewired_tree,8,correct - depth_interleaved_bins,heldout_loss,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,8,correct - random_sparse_matched,heldout_loss,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,8,correct - random_rank_k,heldout_loss,20,2.775557562e-18,-8.326672685e-18,1.387778781e-17,3,20,1
degree_depth_matched_rewired_tree,8,correct - within_neuron_route_derangement,retained_context_forgetting,20,-0.001416015625,-0.002685546875,-0.000146484375,6,2,0.05638347278
degree_depth_matched_rewired_tree,8,correct - depth_interleaved_bins,retained_context_forgetting,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,8,correct - random_sparse_matched,retained_context_forgetting,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,8,correct - random_rank_k,retained_context_forgetting,20,0,0,0,0,20,1
