family,tree_id,tree,subset,outside,centered_rank,raw_mse_lower_bound,normalized_mse_lower_bound,squared_singular_values_raw,centered_matrix_raw_rational
or_of_ands,T02,"(((a,b),d),c)",abd,c,2,0.05715110594979304,0.23223306544677805,"[0.15378639405020691, 0.05715110594979304]","[[""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""3/16"", ""3/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
or_of_ands,T03,"(((a,c),b),d)",ac,bd,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T03,"(((a,c),b),d)",abc,d,2,0.05715110594979304,0.23223306544677805,"[0.15378639405020691, 0.05715110594979304]","[[""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""3/16"", ""3/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
or_of_ands,T04,"(((a,c),d),b)",ac,bd,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T04,"(((a,c),d),b)",acd,b,2,0.05715110594979302,0.232233065446778,"[0.15378639405020691, 0.05715110594979302]","[[""3/16"", ""3/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
or_of_ands,T05,"(((a,d),b),c)",ad,bc,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T05,"(((a,d),b),c)",abd,c,2,0.05715110594979304,0.23223306544677805,"[0.15378639405020691, 0.05715110594979304]","[[""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""3/16"", ""3/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
or_of_ands,T06,"(((a,d),c),b)",ad,bc,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T06,"(((a,d),c),b)",acd,b,2,0.05715110594979302,0.232233065446778,"[0.15378639405020691, 0.05715110594979302]","[[""3/16"", ""3/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
or_of_ands,T07,"((a,(b,c)),d)",bc,ad,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T07,"((a,(b,c)),d)",abc,d,2,0.05715110594979304,0.23223306544677805,"[0.15378639405020691, 0.05715110594979304]","[[""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""3/16"", ""3/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
or_of_ands,T08,"((a,(b,d)),c)",bd,ac,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T08,"((a,(b,d)),c)",abd,c,2,0.05715110594979304,0.23223306544677805,"[0.15378639405020691, 0.05715110594979304]","[[""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""3/16"", ""3/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
or_of_ands,T09,"((a,(c,d)),b)",cd,ab,1,0.0,0.0,"[0.14062499999999997, 4.562643814316715e-35, 3.1239727477566775e-102]","[[""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T09,"((a,(c,d)),b)",acd,b,2,0.05715110594979302,0.232233065446778,"[0.15378639405020691, 0.05715110594979302]","[[""3/16"", ""3/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
or_of_ands,T10,"((a,b),(c,d))",ab,cd,1,0.0,0.0,"[0.14062499999999997, 4.562643814316715e-35, 3.1239727477566775e-102]","[[""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T10,"((a,b),(c,d))",cd,ab,1,0.0,0.0,"[0.14062499999999997, 4.562643814316715e-35, 3.1239727477566775e-102]","[[""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T11,"((a,c),(b,d))",ac,bd,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T11,"((a,c),(b,d))",bd,ac,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T12,"((a,d),(b,c))",ad,bc,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T12,"((a,d),(b,c))",bc,ad,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T13,"(a,((b,c),d))",bc,ad,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T13,"(a,((b,c),d))",bcd,a,2,0.05715110594979302,0.232233065446778,"[0.15378639405020691, 0.05715110594979302]","[[""3/16"", ""3/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
or_of_ands,T14,"(a,((b,d),c))",bd,ac,3,0.07230810432392165,0.29382340804641177,"[0.09956689567607839, 0.0625, 0.00980810432392165]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""3/16"", ""-1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T14,"(a,((b,d),c))",bcd,a,2,0.05715110594979302,0.232233065446778,"[0.15378639405020691, 0.05715110594979302]","[[""3/16"", ""3/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
or_of_ands,T15,"(a,(b,(c,d)))",cd,ab,1,0.0,0.0,"[0.14062499999999997, 4.562643814316715e-35, 3.1239727477566775e-102]","[[""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
or_of_ands,T15,"(a,(b,(c,d)))",bcd,a,2,0.05715110594979302,0.232233065446778,"[0.15378639405020691, 0.05715110594979302]","[[""3/16"", ""3/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""], [""3/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
xor_of_ands,T01,"(((a,b),c),d)",ab,cd,1,0.0,0.0,"[0.18749999999999997, 3.851859888774471e-34, 6.951280260054516e-97]","[[""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T01,"(((a,b),c),d)",abc,d,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T02,"(((a,b),d),c)",ab,cd,1,0.0,0.0,"[0.18749999999999997, 3.851859888774471e-34, 6.951280260054516e-97]","[[""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T02,"(((a,b),d),c)",abd,c,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T03,"(((a,c),b),d)",ac,bd,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T03,"(((a,c),b),d)",abc,d,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T04,"(((a,c),d),b)",ac,bd,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T04,"(((a,c),d),b)",acd,b,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T05,"(((a,d),b),c)",ad,bc,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T05,"(((a,d),b),c)",abd,c,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T06,"(((a,d),c),b)",ad,bc,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T06,"(((a,d),c),b)",acd,b,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T07,"((a,(b,c)),d)",bc,ad,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T07,"((a,(b,c)),d)",abc,d,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T08,"((a,(b,d)),c)",bd,ac,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T08,"((a,(b,d)),c)",abd,c,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""1/8"", ""1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T09,"((a,(c,d)),b)",cd,ab,1,0.0,0.0,"[0.18749999999999997, 3.851859888774471e-34, 6.951280260054516e-97]","[[""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T09,"((a,(c,d)),b)",acd,b,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T10,"((a,b),(c,d))",ab,cd,1,0.0,0.0,"[0.18749999999999997, 3.851859888774471e-34, 6.951280260054516e-97]","[[""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T10,"((a,b),(c,d))",cd,ab,1,0.0,0.0,"[0.18749999999999997, 3.851859888774471e-34, 6.951280260054516e-97]","[[""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T11,"((a,c),(b,d))",ac,bd,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T11,"((a,c),(b,d))",bd,ac,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T12,"((a,d),(b,c))",ad,bc,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T12,"((a,d),(b,c))",bc,ad,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T13,"(a,((b,c),d))",bc,ad,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T13,"(a,((b,c),d))",bcd,a,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T14,"(a,((b,d),c))",bd,ac,3,0.125,0.5333333333333333,"[0.06250000000000003, 0.0625, 0.0625]","[[""1/8"", ""1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""1/8"", ""-1/8""], [""-1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T14,"(a,((b,d),c))",bcd,a,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
xor_of_ands,T15,"(a,(b,(c,d)))",cd,ab,1,0.0,0.0,"[0.18749999999999997, 3.851859888774471e-34, 6.951280260054516e-97]","[[""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""], [""1/8"", ""-1/8"", ""-1/8"", ""-1/8""]]"
xor_of_ands,T15,"(a,(b,(c,d)))",bcd,a,2,0.09375000000000001,0.4000000000000001,"[0.12499999999999994, 0.09375000000000001]","[[""1/8"", ""1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""], [""1/8"", ""-1/8""], [""-1/8"", ""-1/8""]]"
and_of_xors,T01,"(((a,b),c),d)",ab,cd,1,0.0,0.0,"[0.12500000000000003, 0.0, 0.0]","[[""0"", ""0"", ""0"", ""0""], [""0"", ""0"", ""0"", ""0""], [""-1/4"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T01,"(((a,b),c),d)",abc,d,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T02,"(((a,b),d),c)",ab,cd,1,0.0,0.0,"[0.12500000000000003, 0.0, 0.0]","[[""0"", ""0"", ""0"", ""0""], [""0"", ""0"", ""0"", ""0""], [""-1/4"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T02,"(((a,b),d),c)",abd,c,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T03,"(((a,c),b),d)",ac,bd,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T03,"(((a,c),b),d)",abc,d,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T04,"(((a,c),d),b)",ac,bd,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T04,"(((a,c),d),b)",acd,b,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T05,"(((a,d),b),c)",ad,bc,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T05,"(((a,d),b),c)",abd,c,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T06,"(((a,d),c),b)",ad,bc,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T06,"(((a,d),c),b)",acd,b,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T07,"((a,(b,c)),d)",bc,ad,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T07,"((a,(b,c)),d)",abc,d,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T08,"((a,(b,d)),c)",bd,ac,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T08,"((a,(b,d)),c)",abd,c,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T09,"((a,(c,d)),b)",cd,ab,1,0.0,0.0,"[0.12500000000000003, 0.0, 0.0]","[[""0"", ""0"", ""0"", ""0""], [""0"", ""0"", ""0"", ""0""], [""-1/4"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T09,"((a,(c,d)),b)",acd,b,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T10,"((a,b),(c,d))",ab,cd,1,0.0,0.0,"[0.12500000000000003, 0.0, 0.0]","[[""0"", ""0"", ""0"", ""0""], [""0"", ""0"", ""0"", ""0""], [""-1/4"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T10,"((a,b),(c,d))",cd,ab,1,0.0,0.0,"[0.12500000000000003, 0.0, 0.0]","[[""0"", ""0"", ""0"", ""0""], [""0"", ""0"", ""0"", ""0""], [""-1/4"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T11,"((a,c),(b,d))",ac,bd,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T11,"((a,c),(b,d))",bd,ac,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T12,"((a,d),(b,c))",ad,bc,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T12,"((a,d),(b,c))",bc,ad,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T13,"(a,((b,c),d))",bc,ad,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T13,"(a,((b,c),d))",bcd,a,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T14,"(a,((b,d),c))",bd,ac,3,0.125,0.6666666666666666,"[0.0625, 0.0625, 0.0625]","[[""0"", ""-1/4"", ""0"", ""0""], [""0"", ""0"", ""-1/4"", ""0""], [""0"", ""0"", ""0"", ""1/4""]]"
and_of_xors,T14,"(a,((b,d),c))",bcd,a,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""1/4""]]"
and_of_xors,T15,"(a,(b,(c,d)))",cd,ab,1,0.0,0.0,"[0.12500000000000003, 0.0, 0.0]","[[""0"", ""0"", ""0"", ""0""], [""0"", ""0"", ""0"", ""0""], [""-1/4"", ""0"", ""0"", ""1/4""]]"
