panel,record,block,route_columns,site_count,route,origin_segment,support_sites,field_t,field_normalized,field_scale,method,series,channels,total_capture_mean,ci95_low,ci95_high,n_cells,broadcast,spatial,unexplained,root_id,ancestry_total_capture,surrogate_mean,ancestry_minus_surrogate,fraction_surrogates_ge,n_replicates,control,residual_pp,residual_lo,residual_hi,total_pp,total_lo,total_hi,cells_positive,wiring_pct,dictionary_rank,cell_difference_pp,cohort,residual_capture,cell_residual_capture
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136066506392,,,,,,common + depth bins,,,,,,,,,,16.85574354181677,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136066697624,,,,,,common + depth bins,,,,,,,,,,20.84908570495759,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136066733720,,,,,,common + depth bins,,,,,,,,,,28.576358472909725,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136100511093,,,,,,common + depth bins,,,,,,,,,,19.058469350693265,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136109892792,,,,,,common + depth bins,,,,,,,,,,16.84150869086492,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136137737085,,,,,,common + depth bins,,,,,,,,,,15.29923951447778,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136195348812,,,,,,common + depth bins,,,,,,,,,,21.724542448660237,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136275165965,,,,,,common + depth bins,,,,,,,,,,17.69099816006716,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136371808392,,,,,,common + depth bins,,,,,,,,,,12.156386552513004,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136389026167,,,,,,common + depth bins,,,,,,,,,,4.38864684263634,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136419314071,,,,,,common + depth bins,,,,,,,,,,6.779670316146003,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136486753554,,,,,,common + depth bins,,,,,,,,,,20.141163431183763,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136619341965,,,,,,common + depth bins,,,,,,,,,,7.642936601145999,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136663284190,,,,,,common + depth bins,,,,,,,,,,4.53113766245179,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136673975943,,,,,,common + depth bins,,,,,,,,,,23.092342968059192,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691136953057759,,,,,,common + depth bins,,,,,,,,,,9.54849852105527,,,
G,,,,,,,,,,,,Depth bins,,,,,,,,,864691137197373249,,,,,,common + depth bins,,,,,,,,,,17.227683654645197,,,
G,,,,,,,,,,,,Shuffled routes,,,,,47.0,,,,,,,,,,common + shuffled routes,23.0606115570287,19.462161870483126,26.598803632205296,18.323185085172756,15.515285183561325,21.160814475315128,46.0,18.75108633320496,7.648404255319149,,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691134941194851,,,,,,common + shuffled routes,,,,,,,,,,16.98736405060471,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135082534135,,,,,,common + shuffled routes,,,,,,,,,,10.322049478589712,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135334986985,,,,,,common + shuffled routes,,,,,,,,,,12.726047256130041,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135342193329,,,,,,common + shuffled routes,,,,,,,,,,0.10704122354586731,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135367232761,,,,,,common + shuffled routes,,,,,,,,,,15.879623329390903,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135404231406,,,,,,common + shuffled routes,,,,,,,,,,23.41755379214332,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135404277230,,,,,,common + shuffled routes,,,,,,,,,,18.908921550457592,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135416557754,,,,,,common + shuffled routes,,,,,,,,,,-17.767806513477225,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135455195242,,,,,,common + shuffled routes,,,,,,,,,,24.77874922023542,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135468547212,,,,,,common + shuffled routes,,,,,,,,,,25.37287741597903,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135495249040,,,,,,common + shuffled routes,,,,,,,,,,19.291381617648227,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135502788957,,,,,,common + shuffled routes,,,,,,,,,,24.59210948670275,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135516884435,,,,,,common + shuffled routes,,,,,,,,,,44.20441521867616,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135572379429,,,,,,common + shuffled routes,,,,,,,,,,37.88397967009723,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135573814980,,,,,,common + shuffled routes,,,,,,,,,,18.77237857101408,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135658994050,,,,,,common + shuffled routes,,,,,,,,,,21.14625234243303,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135687601120,,,,,,common + shuffled routes,,,,,,,,,,13.734712554094811,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135716106266,,,,,,common + shuffled routes,,,,,,,,,,11.398986873721137,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135716174106,,,,,,common + shuffled routes,,,,,,,,,,20.653118996024737,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135740320660,,,,,,common + shuffled routes,,,,,,,,,,43.27906511898688,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135762339894,,,,,,common + shuffled routes,,,,,,,,,,21.695824979278655,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135856802606,,,,,,common + shuffled routes,,,,,,,,,,24.222539651321046,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135856845358,,,,,,common + shuffled routes,,,,,,,,,,17.49425640059724,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135867632406,,,,,,common + shuffled routes,,,,,,,,,,9.005972287162159,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135919106224,,,,,,common + shuffled routes,,,,,,,,,,27.163108363394727,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135938349828,,,,,,common + shuffled routes,,,,,,,,,,11.55166719790362,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135947212897,,,,,,common + shuffled routes,,,,,,,,,,8.41422918115802,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135952698659,,,,,,common + shuffled routes,,,,,,,,,,26.90179992560136,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691135992368833,,,,,,common + shuffled routes,,,,,,,,,,30.384187762076266,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136024229689,,,,,,common + shuffled routes,,,,,,,,,,19.80667291011497,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136066506392,,,,,,common + shuffled routes,,,,,,,,,,25.62455255257462,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136066697624,,,,,,common + shuffled routes,,,,,,,,,,17.28263067407272,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136066733720,,,,,,common + shuffled routes,,,,,,,,,,37.70051889874181,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136100511093,,,,,,common + shuffled routes,,,,,,,,,,21.113988903445286,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136109892792,,,,,,common + shuffled routes,,,,,,,,,,18.48250486911649,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136137737085,,,,,,common + shuffled routes,,,,,,,,,,37.14058546200933,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136195348812,,,,,,common + shuffled routes,,,,,,,,,,33.05263982330765,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136275165965,,,,,,common + shuffled routes,,,,,,,,,,18.747472035275653,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136371808392,,,,,,common + shuffled routes,,,,,,,,,,29.8352663178634,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136389026167,,,,,,common + shuffled routes,,,,,,,,,,17.8855188726487,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136419314071,,,,,,common + shuffled routes,,,,,,,,,,56.49789655793334,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136486753554,,,,,,common + shuffled routes,,,,,,,,,,49.31814576714865,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136619341965,,,,,,common + shuffled routes,,,,,,,,,,20.46536659249797,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136663284190,,,,,,common + shuffled routes,,,,,,,,,,32.84420271663922,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136673975943,,,,,,common + shuffled routes,,,,,,,,,,23.45795417372287,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691136953057759,,,,,,common + shuffled routes,,,,,,,,,,31.041372100089283,,,
G,,,,,,,,,,,,Shuffled routes,,,,,,,,,864691137197373249,,,,,,common + shuffled routes,,,,,,,,,,31.02904695165545,,,
G,,,,,,,,,,,,Random routes,,,,,47.0,,,,,,,,,,common + random routes,27.1709140695014,22.862683212295998,31.786547510651005,21.50286336673505,18.25378372238563,24.978740354540037,46.0,17.79037221132233,5.66308510638298,,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691134941194851,,,,,,common + random routes,,,,,,,,,,13.261254740160819,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135082534135,,,,,,common + random routes,,,,,,,,,,24.44681229585817,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135334986985,,,,,,common + random routes,,,,,,,,,,10.318561935900272,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135342193329,,,,,,common + random routes,,,,,,,,,,-4.761674446945902,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135367232761,,,,,,common + random routes,,,,,,,,,,13.518044979655091,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135404231406,,,,,,common + random routes,,,,,,,,,,26.445151827080704,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135404277230,,,,,,common + random routes,,,,,,,,,,21.08653080432671,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135416557754,,,,,,common + random routes,,,,,,,,,,21.30952405533956,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135455195242,,,,,,common + random routes,,,,,,,,,,34.83531623970792,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135468547212,,,,,,common + random routes,,,,,,,,,,25.193951240147918,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135495249040,,,,,,common + random routes,,,,,,,,,,23.085505246038007,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135502788957,,,,,,common + random routes,,,,,,,,,,24.896221772972257,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135516884435,,,,,,common + random routes,,,,,,,,,,49.97632526567304,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135572379429,,,,,,common + random routes,,,,,,,,,,36.62708955024653,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135573814980,,,,,,common + random routes,,,,,,,,,,20.309710386904854,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135658994050,,,,,,common + random routes,,,,,,,,,,20.098307731587177,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135687601120,,,,,,common + random routes,,,,,,,,,,15.885611704683292,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135716106266,,,,,,common + random routes,,,,,,,,,,7.600756540977876,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135716174106,,,,,,common + random routes,,,,,,,,,,21.734433949142648,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135740320660,,,,,,common + random routes,,,,,,,,,,52.16788017773768,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135762339894,,,,,,common + random routes,,,,,,,,,,18.289117980730335,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135856802606,,,,,,common + random routes,,,,,,,,,,21.683353753949465,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135856845358,,,,,,common + random routes,,,,,,,,,,16.81077716507173,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135867632406,,,,,,common + random routes,,,,,,,,,,9.59906633154668,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135919106224,,,,,,common + random routes,,,,,,,,,,53.834697133398926,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135938349828,,,,,,common + random routes,,,,,,,,,,17.38747119903973,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135947212897,,,,,,common + random routes,,,,,,,,,,8.77784572561653,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135952698659,,,,,,common + random routes,,,,,,,,,,41.42446145751571,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691135992368833,,,,,,common + random routes,,,,,,,,,,42.46506485517877,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136024229689,,,,,,common + random routes,,,,,,,,,,19.541634952667913,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136066506392,,,,,,common + random routes,,,,,,,,,,21.74718776871094,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136066697624,,,,,,common + random routes,,,,,,,,,,12.429303944642989,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136066733720,,,,,,common + random routes,,,,,,,,,,45.147499308332165,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136100511093,,,,,,common + random routes,,,,,,,,,,32.38210079162592,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136109892792,,,,,,common + random routes,,,,,,,,,,20.840830039887308,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136137737085,,,,,,common + random routes,,,,,,,,,,30.765207825361973,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136195348812,,,,,,common + random routes,,,,,,,,,,27.656108858550876,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136275165965,,,,,,common + random routes,,,,,,,,,,12.851493431521943,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136371808392,,,,,,common + random routes,,,,,,,,,,25.224815698112113,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136389026167,,,,,,common + random routes,,,,,,,,,,24.451083253555062,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136419314071,,,,,,common + random routes,,,,,,,,,,76.5061340097905,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136486753554,,,,,,common + random routes,,,,,,,,,,57.377298412256536,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136619341965,,,,,,common + random routes,,,,,,,,,,40.82351707950217,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136663284190,,,,,,common + random routes,,,,,,,,,,49.44387635819423,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136673975943,,,,,,common + random routes,,,,,,,,,,15.745367734341503,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691136953057759,,,,,,common + random routes,,,,,,,,,,25.785217142991524,,,
G,,,,,,,,,,,,Random routes,,,,,,,,,864691137197373249,,,,,,common + random routes,,,,,,,,,,50.00711305727785,,,
H,,,,,,,,,,,common + ancestry,Ancestry,,,0.3120278460410076,0.5155296336076394,8.0,,,,,,,,,,,,,,,,,,,,,original8,0.40822549689190346,
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135060651419,,,,,,,,,,,,,,,,,original8,,0.2567178048150353
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135196576298,,,,,,,,,,,,,,,,,original8,,0.6774895052501521
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135277186789,,,,,,,,,,,,,,,,,original8,,0.3107379514948217
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135324623260,,,,,,,,,,,,,,,,,original8,,0.5184762527568558
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135409937097,,,,,,,,,,,,,,,,,original8,,0.3283470387937939
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135739661169,,,,,,,,,,,,,,,,,original8,,0.5683919661319484
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135810666525,,,,,,,,,,,,,,,,,original8,,0.2518106052955873
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136043380566,,,,,,,,,,,,,,,,,original8,,0.3538328505970333
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,0.2254572942572702,0.47999824040103956,8.0,,,,,,,,,,,,,,,,,,,,,original8,0.3452608471960681,
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135060651419,,,,,,,,,,,,,,,,,original8,,0.1405057933031298
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135196576298,,,,,,,,,,,,,,,,,original8,,0.6984205471404167
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135277186789,,,,,,,,,,,,,,,,,original8,,0.189756702221733
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135324623260,,,,,,,,,,,,,,,,,original8,,0.4917553601856146
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135409937097,,,,,,,,,,,,,,,,,original8,,0.3037027934651632
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135739661169,,,,,,,,,,,,,,,,,original8,,0.4995681077832875
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135810666525,,,,,,,,,,,,,,,,,original8,,0.1567950995245155
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136043380566,,,,,,,,,,,,,,,,,original8,,0.2815823739446844
H,,,,,,,,,,,common + depth bins,Depth bins,,,0.14301567354565006,0.255071429748402,8.0,,,,,,,,,,,,,,,,,,,,,original8,0.19660556554064487,
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135060651419,,,,,,,,,,,,,,,,,original8,,0.1063842734109528
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135196576298,,,,,,,,,,,,,,,,,original8,,0.3274069763591996
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135277186789,,,,,,,,,,,,,,,,,original8,,0.1768327505247348
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135324623260,,,,,,,,,,,,,,,,,original8,,0.2907760597500669
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135409937097,,,,,,,,,,,,,,,,,original8,,0.1347160403597265
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135739661169,,,,,,,,,,,,,,,,,original8,,0.2723289922479372
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135810666525,,,,,,,,,,,,,,,,,original8,,0.1079117692890808
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136043380566,,,,,,,,,,,,,,,,,original8,,0.1564876623834604
H,,,,,,,,,,,common + random routes,Random routes,,,0.19282123521406422,0.37611793371083946,8.0,,,,,,,,,,,,,,,,,,,,,original8,0.27830075866367077,
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135060651419,,,,,,,,,,,,,,,,,original8,,0.1456450936177478
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135196576298,,,,,,,,,,,,,,,,,original8,,0.5348396646357295
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135277186789,,,,,,,,,,,,,,,,,original8,,0.1698803683580396
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135324623260,,,,,,,,,,,,,,,,,original8,,0.3322421308828062
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135409937097,,,,,,,,,,,,,,,,,original8,,0.199187925801909
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135739661169,,,,,,,,,,,,,,,,,original8,,0.4301689926365102
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135810666525,,,,,,,,,,,,,,,,,original8,,0.1607708128531925
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136043380566,,,,,,,,,,,,,,,,,original8,,0.2536710805234313
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,0.4704292648920123,0.6792279187186375,8.0,,,,,,,,,,,,,,,,,,,,,original8,0.5687495144679608,
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135060651419,,,,,,,,,,,,,,,,,original8,,0.4678367841598823
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135196576298,,,,,,,,,,,,,,,,,original8,,0.7627148011858731
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135277186789,,,,,,,,,,,,,,,,,original8,,0.3769992352187427
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135324623260,,,,,,,,,,,,,,,,,original8,,0.6426971301553474
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135409937097,,,,,,,,,,,,,,,,,original8,,0.4542038337212997
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135739661169,,,,,,,,,,,,,,,,,original8,,0.8358893735480456
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135810666525,,,,,,,,,,,,,,,,,original8,,0.4633233169154173
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136043380566,,,,,,,,,,,,,,,,,original8,,0.5463316408390786
H,,,,,,,,,,,common + ancestry,Ancestry,,,0.4809872129035694,0.5750111506332687,47.0,,,,,,,,,,,,,,,,,,,,,v661,0.5266891417925847,
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691134941194851,,,,,,,,,,,,,,,,,v661,,0.3585833161128123
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135082534135,,,,,,,,,,,,,,,,,v661,,0.456381373443361
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135334986985,,,,,,,,,,,,,,,,,v661,,0.2919877914512941
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135342193329,,,,,,,,,,,,,,,,,v661,,0.3796873826454615
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135367232761,,,,,,,,,,,,,,,,,v661,,0.4927181493026318
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135404231406,,,,,,,,,,,,,,,,,v661,,0.4794548503876343
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135404277230,,,,,,,,,,,,,,,,,v661,,0.4382411113506046
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135416557754,,,,,,,,,,,,,,,,,v661,,0.4265640539558423
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135455195242,,,,,,,,,,,,,,,,,v661,,0.6199257150406107
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135468547212,,,,,,,,,,,,,,,,,v661,,0.466861200642897
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135495249040,,,,,,,,,,,,,,,,,v661,,0.4088748299532737
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135502788957,,,,,,,,,,,,,,,,,v661,,0.4256719497699922
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135516884435,,,,,,,,,,,,,,,,,v661,,0.7867444534456132
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135572379429,,,,,,,,,,,,,,,,,v661,,0.5999882426576258
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135573814980,,,,,,,,,,,,,,,,,v661,,0.3658297027620113
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135658994050,,,,,,,,,,,,,,,,,v661,,0.3954308389048748
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135687601120,,,,,,,,,,,,,,,,,v661,,0.3432225734461457
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135716106266,,,,,,,,,,,,,,,,,v661,,0.350729196506075
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135716174106,,,,,,,,,,,,,,,,,v661,,0.457171537354096
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135740320660,,,,,,,,,,,,,,,,,v661,,0.71034512322566
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135762339894,,,,,,,,,,,,,,,,,v661,,0.4718585421131771
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135856802606,,,,,,,,,,,,,,,,,v661,,0.5350802782154122
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135856845358,,,,,,,,,,,,,,,,,v661,,0.3835038779536794
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135867632406,,,,,,,,,,,,,,,,,v661,,0.3060978105520646
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135919106224,,,,,,,,,,,,,,,,,v661,,0.8896362467527852
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135938349828,,,,,,,,,,,,,,,,,v661,,0.3708951660273076
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135947212897,,,,,,,,,,,,,,,,,v661,,0.3023546029895875
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135952698659,,,,,,,,,,,,,,,,,v661,,0.6919459048586283
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691135992368833,,,,,,,,,,,,,,,,,v661,,0.7163675928484837
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136024229689,,,,,,,,,,,,,,,,,v661,,0.4547182666096765
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136066506392,,,,,,,,,,,,,,,,,v661,,0.5741886820073695
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136066697624,,,,,,,,,,,,,,,,,v661,,0.4093160252179448
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136066733720,,,,,,,,,,,,,,,,,v661,,0.672805514107305
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136100511093,,,,,,,,,,,,,,,,,v661,,0.5269799952542012
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136109892792,,,,,,,,,,,,,,,,,v661,,0.4926935478486849
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136137737085,,,,,,,,,,,,,,,,,v661,,0.6990780986159508
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136195348812,,,,,,,,,,,,,,,,,v661,,0.4337685872427965
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136275165965,,,,,,,,,,,,,,,,,v661,,0.5116827702575911
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136371808392,,,,,,,,,,,,,,,,,v661,,0.5756807252213376
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136389026167,,,,,,,,,,,,,,,,,v661,,0.4840198093997346
