panel,endpoint,comparison,unit,n_targets,mean,ci95_low,ci95_high,positive_targets,reliability,lambda_value,lambda,n_replicates,n_positive_detections,power,power_ci95_low,power_ci95_high,mean_target_effect,target_effect_sd_across_datasets,mean_effect_mc_se,n_two_sided_rejections,two_sided_rejection_rate,two_sided_ci95_low,two_sided_ci95_high,scan,partner_index,measured_split_half_spearman,clipped_measured_spearman,pearson_signal_fraction,simulated_mean_split_half_spearman,simulated_se,n_simulated
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,6.0,0.2466151424073279,0.2466151424073279,0.2575376863745997,0.24421975573684462,0.0025095812804857014,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,7.0,0.39788178044940603,0.39788178044940603,0.4136534048707149,0.3909756786412862,0.0022894700567979817,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,8.0,0.33879108821144027,0.33879108821144027,0.35292344818301236,0.34160957492486044,0.002454006224748756,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,9.0,0.4290587281141167,0.4290587281141167,0.445539358050116,0.4299810696054578,0.002267401762948042,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,10.0,0.26189590191307666,0.26189590191307666,0.2733980255590412,0.26412582892037595,0.0026092152291771415,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,11.0,0.5007442393015601,0.5007442393015601,0.5183908602197669,0.4995724631458423,0.002120826312490315,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,12.0,0.2964123849053003,0.2964123849053003,0.3091576927053201,0.29401915939125045,0.0025577997806388543,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,13.0,0.24611421210820095,0.24611421210820095,0.2570174718001188,0.24782027097943798,0.00266515799201871,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,14.0,0.2910214207337436,0.2910214207337436,0.30357891919482294,0.2907224130528124,0.0025378959878524475,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,15.0,0.20489480463718335,0.20489480463718335,0.21415398196756016,0.20197400887362243,0.0026449551199550724,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target258209_ses8_scan5_automatic_conservative,16.0,0.15659558227183817,0.15659558227183817,0.16380282805331806,0.15679114068985256,0.0026162363857242833,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264871_ses7_scan3_automatic_conservative,0.0,0.29719001956013547,0.29719001956013547,0.30996221620114967,0.2971180668861218,0.002533182623990278,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264871_ses7_scan3_automatic_conservative,1.0,0.426344162969324,0.426344162969324,0.4427676565273906,0.4256030723725013,0.0022909817823863025,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264871_ses7_scan3_automatic_conservative,2.0,0.25668622680215636,0.25668622680215636,0.26799266945445593,0.259169137922809,0.0023973191505473643,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264871_ses7_scan3_automatic_conservative,3.0,0.3894756929535805,0.3894756929535805,0.4050369301609699,0.3873251276179572,0.0024227467231682526,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264871_ses7_scan3_automatic_conservative,4.0,0.043285148609322074,0.043285148609322074,0.04532422119379412,0.04240622584800343,0.0026565152383643616,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264871_ses7_scan3_automatic_conservative,5.0,0.3573445923381518,0.3573445923381518,0.3720307859060328,0.3579387433805639,0.0023593663837276563,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264888_ses7_scan3_automatic_conservative,0.0,0.01112542340537188,0.01112542340537188,0.011650450255521947,0.006732231286675254,0.002812689878291842,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264888_ses7_scan3_automatic_conservative,1.0,0.22718381756595582,0.22718381756595582,0.23734567748671115,0.2285778350269548,0.002618396275467327,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264888_ses7_scan3_automatic_conservative,2.0,0.49256714851390676,0.49256714851390676,0.5101157470644496,0.49204096655693913,0.0021561748682693356,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264888_ses7_scan3_automatic_conservative,3.0,0.20960832021373027,0.20960832021373027,0.21906092846801883,0.2095556843662039,0.0026294069958058166,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264888_ses7_scan3_automatic_conservative,4.0,0.2929869758122227,0.2929869758122227,0.30561323241253285,0.2944208768665617,0.0024983968210110334,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264888_ses7_scan3_automatic_conservative,5.0,0.11005200133581414,0.11005200133581414,0.11518241925048614,0.10387472925910024,0.002806509586781866,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264888_ses7_scan3_automatic_conservative,6.0,0.1869758122226993,0.1869758122226993,0.19548798836465237,0.18824289871666428,0.002697120685281065,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264888_ses7_scan3_automatic_conservative,7.0,0.28230523352893466,0.28230523352893466,0.2945539816616487,0.2831165831782835,0.00252009836136519,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264888_ses7_scan3_automatic_conservative,8.0,0.3573445923381518,0.3573445923381518,0.3720307859060328,0.3580652688325939,0.0024846344617184828,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264889_ses6_scan6_automatic_conservative,0.0,0.57044511235151,0.57044511235151,0.5885261492687696,0.56705459663184,0.0020170678585937833,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264889_ses6_scan6_automatic_conservative,1.0,0.043318543962597204,0.043318543962597204,0.045359183737694334,0.04255005486379467,0.0026841655796258574,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264889_ses6_scan6_automatic_conservative,2.0,0.34053241734650064,0.34053241734650064,0.35471820133369547,0.3414526453890559,0.0024818485697997448,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264889_ses6_scan6_automatic_conservative,3.0,0.20798148943275607,0.20798148943275607,0.21736748588269933,0.20221753256046945,0.0026296779433661903,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target264889_ses6_scan6_automatic_conservative,4.0,0.32935451552883926,0.32935451552883926,0.3431922965223879,0.3263928247698106,0.00252037717252287,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target291111_ses6_scan4_automatic_conservative,0.0,0.3133485997805448,0.3133485997805448,0.32666769678827756,0.3121885215400029,0.0025182495266170665,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target291111_ses6_scan4_automatic_conservative,1.0,0.031568150374505034,0.031568150374505034,0.03305658449215319,0.03198002957874147,0.0026133101614439942,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target291111_ses6_scan4_automatic_conservative,2.0,0.31706979628834503,0.31706979628834503,0.33051157109693574,0.31778280616382815,0.002503099962560683,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target291111_ses6_scan4_automatic_conservative,3.0,0.1271456514479271,0.1271456514479271,0.13304828555098233,0.12748938027765852,0.0027379483062325185,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target291111_ses6_scan4_automatic_conservative,4.0,0.17315967749630265,0.17315967749630265,0.18108405610942055,0.17134519345451077,0.002660588581684482,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target291111_ses6_scan4_automatic_conservative,5.0,0.43839988550164594,0.43839988550164594,0.4550702162805752,0.4411891799055388,0.0023098641585806586,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target291111_ses6_scan4_automatic_conservative,6.0,0.09423691617766328,0.09423691617766328,0.09864462869507959,0.09934208768665617,0.002695676669309613,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target291111_ses6_scan4_automatic_conservative,7.0,0.24530795286484425,0.24530795286484425,0.2561801369401433,0.2486726682887267,0.00257232609604446,1000.0
C,,,,,,,,,,,,,,,,,,,,,,,,target291111_ses6_scan4_automatic_conservative,8.0,0.261251848671342,0.261251848671342,0.2727298903703974,0.26041917847430945,0.002574773327215334,1000.0
