family,optimizer,rule,step,field,effective_rank,rank95,rank99,leading_fraction
nested,adam,exact,1024,parameter_jacobian_nonroot,8.611173012279284,12.65,14.9,0.23931900448422957
nested,adam,exact,1024,path_q,3.5512976020879257,4.85,5.9,0.42014924414861293
nested,adam,global_projection,0,loss_credit,1.6233125689391765,2.65,3.6,0.7758274129380194
nested,adam,global_projection,0,parameter_gradient_nonroot,4.875402274431359,8.45,11.6,0.36704715665310395
nested,adam,global_projection,0,parameter_jacobian_nonroot,6.24266469954676,9.45,12.4,0.28081522519358826
nested,adam,global_projection,0,path_q,1.635100997775646,2.6,3.65,0.7710618504017649
nested,adam,global_projection,1,loss_credit,1.606508871469871,2.55,3.55,0.7808596108687317
nested,adam,global_projection,1,parameter_gradient_nonroot,4.8933263778876235,8.4,11.6,0.3630315052904539
nested,adam,global_projection,1,parameter_jacobian_nonroot,6.161424964073716,9.4,12.4,0.2825651556685912
nested,adam,global_projection,1,path_q,1.6159524784302306,2.55,3.6,0.7767468806217576
nested,adam,global_projection,16,loss_credit,1.4313013241556873,2.15,3.3,0.8355737130046602
nested,adam,global_projection,16,parameter_gradient_nonroot,4.775059344885793,7.4,10.4,0.34730827307502404
nested,adam,global_projection,16,parameter_jacobian_nonroot,5.338443826789053,8.2,11.5,0.30672329894901484
nested,adam,global_projection,16,path_q,1.4383348174505488,2.25,3.35,0.8319187697323048
nested,adam,global_projection,64,loss_credit,1.4063852792160594,1.85,2.75,0.8437019407734565
nested,adam,global_projection,64,parameter_gradient_nonroot,4.525640714951898,5.85,8.6,0.31712197350988347
nested,adam,global_projection,64,parameter_jacobian_nonroot,4.743755182751739,6.4,9.2,0.29960001127766733
nested,adam,global_projection,64,path_q,1.3948125555782418,1.8,2.75,0.8473818695815126
nested,adam,global_projection,256,loss_credit,1.6779169896277761,2.45,3.1,0.7733064138519332
nested,adam,global_projection,256,parameter_gradient_nonroot,4.5914842599119385,6.8,9.3,0.3512561559296291
nested,adam,global_projection,256,parameter_jacobian_nonroot,5.170085516942293,7.25,9.65,0.31363680735020816
nested,adam,global_projection,256,path_q,1.8717477181680642,2.45,3.15,0.7320583856292293
nested,adam,global_projection,1024,loss_credit,1.8787983773093362,2.85,3.8,0.7287919564125396
nested,adam,global_projection,1024,parameter_gradient_nonroot,3.7512720411049862,6.55,9.9,0.48880655788542143
nested,adam,global_projection,1024,parameter_jacobian_nonroot,4.485375140649099,7.95,11.2,0.402373411056925
nested,adam,global_projection,1024,path_q,1.9753256225366163,2.9,3.85,0.7238060835479173
nested,adam,shuffled_projection,0,loss_credit,1.6233125689391765,2.65,3.6,0.7758274129380194
nested,adam,shuffled_projection,0,parameter_gradient_nonroot,4.875402274431359,8.45,11.6,0.36704715665310395
nested,adam,shuffled_projection,0,parameter_jacobian_nonroot,6.24266469954676,9.45,12.4,0.28081522519358826
nested,adam,shuffled_projection,0,path_q,1.635100997775646,2.6,3.65,0.7710618504017649
nested,adam,shuffled_projection,1,loss_credit,1.6082147452467452,2.55,3.55,0.7798430445990137
nested,adam,shuffled_projection,1,parameter_gradient_nonroot,4.892537549986539,8.4,11.6,0.36333282871654754
nested,adam,shuffled_projection,1,parameter_jacobian_nonroot,6.154538162118688,9.4,12.35,0.2825149956656729
nested,adam,shuffled_projection,1,path_q,1.6159755188877654,2.55,3.6,0.7763020368222632
nested,adam,shuffled_projection,16,loss_credit,1.444481454590208,2.05,3.3,0.830789113698265
nested,adam,shuffled_projection,16,parameter_gradient_nonroot,4.7807873390830355,7.35,10.7,0.3411020266081528
nested,adam,shuffled_projection,16,parameter_jacobian_nonroot,5.184753033714001,8.1,11.45,0.309770325107359
nested,adam,shuffled_projection,16,path_q,1.4242384245955242,2.15,3.3,0.8370585404055749
nested,adam,shuffled_projection,64,loss_credit,1.6133871689270183,2.15,3.1,0.7827806920758135
nested,adam,shuffled_projection,64,parameter_gradient_nonroot,4.945651258766125,6.85,9.5,0.3041665624891631
nested,adam,shuffled_projection,64,parameter_jacobian_nonroot,5.1970753166301416,7.65,10.25,0.29742384001520844
nested,adam,shuffled_projection,64,path_q,1.6342583905367476,2.15,3.15,0.7797505341516695
nested,adam,shuffled_projection,256,loss_credit,2.0606156677316094,2.65,3.85,0.6674472487298094
nested,adam,shuffled_projection,256,parameter_gradient_nonroot,4.769777116492419,7.45,9.95,0.38375388863904936
nested,adam,shuffled_projection,256,parameter_jacobian_nonroot,5.6294729578765415,8.4,11.4,0.3180702564580185
nested,adam,shuffled_projection,256,path_q,2.2015869606562983,3.0,3.85,0.6476166304406423
nested,adam,shuffled_projection,1024,loss_credit,2.1140529185895494,3.4,4.7,0.6546271847731568
nested,adam,shuffled_projection,1024,parameter_gradient_nonroot,4.121290804937312,7.9,11.3,0.4591003255494452
nested,adam,shuffled_projection,1024,parameter_jacobian_nonroot,5.7482371031825945,9.25,13.0,0.3327180802068515
nested,adam,shuffled_projection,1024,path_q,2.340717620016137,3.8,4.9,0.6195257984312451
nested,adam,subtree_projection,0,loss_credit,1.6233125689391765,2.65,3.6,0.7758274129380194
nested,adam,subtree_projection,0,parameter_gradient_nonroot,4.875402274431359,8.45,11.6,0.36704715665310395
nested,adam,subtree_projection,0,parameter_jacobian_nonroot,6.24266469954676,9.45,12.4,0.28081522519358826
nested,adam,subtree_projection,0,path_q,1.635100997775646,2.6,3.65,0.7710618504017649
nested,adam,subtree_projection,1,loss_credit,1.586668518545225,2.45,3.45,0.7868490441301655
nested,adam,subtree_projection,1,parameter_gradient_nonroot,4.944314707731062,8.1,11.3,0.3544946139005246
nested,adam,subtree_projection,1,parameter_jacobian_nonroot,5.995272644378835,9.25,12.15,0.2861930693467081
nested,adam,subtree_projection,1,path_q,1.5818857089283802,2.5,3.65,0.7870018591955285
nested,adam,subtree_projection,16,loss_credit,1.4034492892114103,2.0,2.95,0.8463809542815108
nested,adam,subtree_projection,16,parameter_gradient_nonroot,4.696266009143041,6.4,9.25,0.3215930026848323
nested,adam,subtree_projection,16,parameter_jacobian_nonroot,4.991066236392442,7.15,10.15,0.29997624422775826
nested,adam,subtree_projection,16,path_q,1.4086062310715473,2.15,3.15,0.8454363520536996
nested,adam,subtree_projection,64,loss_credit,2.107751649149349,2.85,3.6,0.6465762069435377
nested,adam,subtree_projection,64,parameter_gradient_nonroot,5.33621318021463,7.75,10.15,0.3217360601234039
nested,adam,subtree_projection,64,parameter_jacobian_nonroot,6.266897783147275,8.65,11.25,0.27203822613866774
nested,adam,subtree_projection,64,path_q,2.2250230352035443,3.05,3.95,0.6361751853139506
nested,adam,subtree_projection,256,loss_credit,2.0229084081266793,2.95,3.75,0.6701948254657526
nested,adam,subtree_projection,256,parameter_gradient_nonroot,3.5351534526748383,6.7,9.9,0.49991393748352764
nested,adam,subtree_projection,256,parameter_jacobian_nonroot,4.771380724174071,7.8,10.75,0.39563268279575786
nested,adam,subtree_projection,256,path_q,2.178784215505895,2.95,4.1,0.6487185253966561
nested,adam,subtree_projection,1024,loss_credit,1.8068045374946133,2.95,4.0,0.7404886612741984
nested,adam,subtree_projection,1024,parameter_gradient_nonroot,4.396180470030677,7.15,10.55,0.4227039457615187
nested,adam,subtree_projection,1024,parameter_jacobian_nonroot,5.432782130911049,8.15,11.4,0.33085370004297127
nested,adam,subtree_projection,1024,path_q,1.8581899962022317,3.05,4.2,0.7350752212768429
nested,sgd,broadcast,0,loss_credit,1.6233125689391765,2.65,3.6,0.7758274129380194
nested,sgd,broadcast,0,parameter_gradient_nonroot,4.875402274431359,8.45,11.6,0.36704715665310395
nested,sgd,broadcast,0,parameter_jacobian_nonroot,6.24266469954676,9.45,12.4,0.28081522519358826
nested,sgd,broadcast,0,path_q,1.635100997775646,2.6,3.65,0.7710618504017649
nested,sgd,broadcast,1,loss_credit,1.6224313973524143,2.6,3.6,0.7759349016556983
nested,sgd,broadcast,1,parameter_gradient_nonroot,4.924223016462209,8.45,11.55,0.3630995472075302
nested,sgd,broadcast,1,parameter_jacobian_nonroot,6.215348571472509,9.5,12.35,0.28124605475269154
nested,sgd,broadcast,1,path_q,1.6307706858692494,2.6,3.6,0.772251433570477
nested,sgd,broadcast,16,loss_credit,1.601628662948427,2.5,3.5,0.7788344158330719
nested,sgd,broadcast,16,parameter_gradient_nonroot,5.042257139290977,8.05,11.5,0.33560456577557846
nested,sgd,broadcast,16,parameter_jacobian_nonroot,5.956188747268625,8.95,12.1,0.28165535996010227
nested,sgd,broadcast,16,path_q,1.5802769217514643,2.6,3.5,0.7886078419933253
nested,sgd,broadcast,64,loss_credit,1.4794794915824998,2.2,3.3,0.8248439626184483
nested,sgd,broadcast,64,parameter_gradient_nonroot,4.901861616946887,7.3,10.05,0.3214765466027593
nested,sgd,broadcast,64,parameter_jacobian_nonroot,5.647394029022659,8.15,10.75,0.2804750572684983
nested,sgd,broadcast,64,path_q,1.5663539023477158,2.45,3.3,0.8074831984395633
nested,sgd,broadcast,256,loss_credit,1.4789655047640253,2.0,2.75,0.823302053269928
nested,sgd,broadcast,256,parameter_gradient_nonroot,5.0229043484868425,6.25,8.95,0.2766273622884404
nested,sgd,broadcast,256,parameter_jacobian_nonroot,5.209118651308447,6.75,9.95,0.2680631195515316
nested,sgd,broadcast,256,path_q,1.4845772084338758,2.05,2.9,0.8261787780804546
nested,sgd,broadcast,1024,loss_credit,1.6290112358626228,2.2,3.15,0.7726053417432985
nested,sgd,broadcast,1024,parameter_gradient_nonroot,5.475127695595811,7.1,10.2,0.2591770410296955
nested,sgd,broadcast,1024,parameter_jacobian_nonroot,5.56427458002997,7.45,11.15,0.25370824349287385
nested,sgd,broadcast,1024,path_q,1.603376466771456,2.25,3.05,0.7862901679456213
nested,sgd,exact,0,loss_credit,1.6233125689391765,2.65,3.6,0.7758274129380194
nested,sgd,exact,0,parameter_gradient_nonroot,4.875402274431359,8.45,11.6,0.36704715665310395
nested,sgd,exact,0,parameter_jacobian_nonroot,6.24266469954676,9.45,12.4,0.28081522519358826
nested,sgd,exact,0,path_q,1.635100997775646,2.6,3.65,0.7710618504017649
nested,sgd,exact,1,loss_credit,1.6133976703743254,2.6,3.6,0.7789244216082338
nested,sgd,exact,1,parameter_gradient_nonroot,4.962813824151161,8.45,11.55,0.3600912360805084
nested,sgd,exact,1,parameter_jacobian_nonroot,6.182461078311239,9.4,12.35,0.2821298120868755
nested,sgd,exact,1,path_q,1.6182357030215093,2.6,3.6,0.7759816453079404
nested,sgd,exact,16,loss_credit,1.544264857246925,2.2,3.35,0.7977082604655698
nested,sgd,exact,16,parameter_gradient_nonroot,5.016727368257575,7.9,11.35,0.33674278177968997
nested,sgd,exact,16,parameter_jacobian_nonroot,5.52811388013958,8.85,12.1,0.3020501302771922
nested,sgd,exact,16,path_q,1.5268012815819463,2.3,3.5,0.8021722634030247
nested,sgd,exact,64,loss_credit,1.489232188873293,2.2,3.2,0.8148287769966588
nested,sgd,exact,64,parameter_gradient_nonroot,4.830178505737321,7.1,10.25,0.3157117610843438
nested,sgd,exact,64,parameter_jacobian_nonroot,5.015849122846591,7.75,11.05,0.3068907030026361
nested,sgd,exact,64,path_q,1.4788476316929091,2.2,3.25,0.8195571152162563
nested,sgd,exact,256,loss_credit,1.8414216502692209,2.4,3.4,0.7210538726787723
nested,sgd,exact,256,parameter_gradient_nonroot,5.328705307217733,7.2,9.75,0.29510130125675643
nested,sgd,exact,256,parameter_jacobian_nonroot,5.773448243362877,7.75,10.55,0.2810006974853375
nested,sgd,exact,256,path_q,1.903407752176005,2.45,3.55,0.71235228803561
nested,sgd,exact,1024,loss_credit,2.8629290693459533,3.9,4.9,0.5212250519949375
nested,sgd,exact,1024,parameter_gradient_nonroot,5.990840065252316,10.1,12.4,0.31914186428356855
nested,sgd,exact,1024,parameter_jacobian_nonroot,7.925658174354102,11.55,13.55,0.24880365563255977
nested,sgd,exact,1024,path_q,3.3189462942449017,4.25,5.15,0.4673834762603118
nested,sgd,global_projection,0,loss_credit,1.6233125689391765,2.65,3.6,0.7758274129380194
nested,sgd,global_projection,0,parameter_gradient_nonroot,4.875402274431359,8.45,11.6,0.36704715665310395
nested,sgd,global_projection,0,parameter_jacobian_nonroot,6.24266469954676,9.45,12.4,0.28081522519358826
nested,sgd,global_projection,0,path_q,1.635100997775646,2.6,3.65,0.7710618504017649
nested,sgd,global_projection,1,loss_credit,1.618291846925617,2.6,3.6,0.7774350828570211
nested,sgd,global_projection,1,parameter_gradient_nonroot,4.926101241545418,8.45,11.55,0.3633485638385956
nested,sgd,global_projection,1,parameter_jacobian_nonroot,6.217677697428252,9.45,12.4,0.28143695975527155
nested,sgd,global_projection,1,path_q,1.6275429667497623,2.6,3.65,0.7732134123405517
nested,sgd,global_projection,16,loss_credit,1.5825450296519787,2.35,3.45,0.7853551659654423
nested,sgd,global_projection,16,parameter_gradient_nonroot,4.968476128753371,8.1,11.55,0.3478407433939318
nested,sgd,global_projection,16,parameter_jacobian_nonroot,5.7840206976419335,9.15,12.25,0.29398949433950083
nested,sgd,global_projection,16,path_q,1.5718900990175237,2.45,3.55,0.788460873332195
nested,sgd,global_projection,64,loss_credit,1.5442617197165225,2.25,3.45,0.7993444256029398
nested,sgd,global_projection,64,parameter_gradient_nonroot,5.038556187509026,7.65,10.55,0.3220028611562265
nested,sgd,global_projection,64,parameter_jacobian_nonroot,5.504484479977849,8.45,11.45,0.29443110780521753
nested,sgd,global_projection,64,path_q,1.5279201010744254,2.4,3.55,0.805997434376341
nested,sgd,global_projection,256,loss_credit,1.5437936461862933,2.15,3.05,0.8059008411087232
nested,sgd,global_projection,256,parameter_gradient_nonroot,4.778794579731288,6.7,9.8,0.3150924895859043
nested,sgd,global_projection,256,parameter_jacobian_nonroot,5.126918091864017,7.3,10.75,0.2924205160593692
nested,sgd,global_projection,256,path_q,1.5669101618830437,2.2,3.1,0.8034453574205542
nested,sgd,global_projection,1024,loss_credit,1.7591249624910261,2.35,3.0,0.7324529021743594
nested,sgd,global_projection,1024,parameter_gradient_nonroot,5.0674690226885515,7.15,9.85,0.305598571715489
nested,sgd,global_projection,1024,parameter_jacobian_nonroot,5.490618274774209,7.9,10.6,0.27903599061449064
nested,sgd,global_projection,1024,path_q,1.7770783351309425,2.45,3.2,0.7372272096512769
nested,sgd,shuffled_projection,0,loss_credit,1.6233125689391765,2.65,3.6,0.7758274129380194
nested,sgd,shuffled_projection,0,parameter_gradient_nonroot,4.875402274431359,8.45,11.6,0.36704715665310395
nested,sgd,shuffled_projection,0,parameter_jacobian_nonroot,6.24266469954676,9.45,12.4,0.28081522519358826
nested,sgd,shuffled_projection,0,path_q,1.635100997775646,2.6,3.65,0.7710618504017649
nested,sgd,shuffled_projection,1,loss_credit,1.6195291489011825,2.6,3.6,0.7770026554720662
nested,sgd,shuffled_projection,1,parameter_gradient_nonroot,4.935902278889564,8.45,11.55,0.3625661347225849
nested,sgd,shuffled_projection,1,parameter_jacobian_nonroot,6.210938802107389,9.45,12.4,0.2815741739778532
nested,sgd,shuffled_projection,1,path_q,1.6270989931326827,2.6,3.65,0.7732733169567676
nested,sgd,shuffled_projection,16,loss_credit,1.5899986415601675,2.4,3.5,0.7825443027367669
nested,sgd,shuffled_projection,16,parameter_gradient_nonroot,5.0025872895054615,8.1,11.55,0.34509912375305596
nested,sgd,shuffled_projection,16,parameter_jacobian_nonroot,5.721596226381179,9.15,12.3,0.29695525040462084
nested,sgd,shuffled_projection,16,path_q,1.5732003523912286,2.45,3.5,0.7873888074124638
nested,sgd,shuffled_projection,64,loss_credit,1.554596463780808,2.25,3.4,0.7955382505577338
nested,sgd,shuffled_projection,64,parameter_gradient_nonroot,4.962397790027023,7.65,10.7,0.32648780146681444
nested,sgd,shuffled_projection,64,parameter_jacobian_nonroot,5.353934963311872,8.35,11.55,0.3030178703198104
nested,sgd,shuffled_projection,64,path_q,1.536125996860661,2.35,3.6,0.8030640631044628
nested,sgd,shuffled_projection,256,loss_credit,1.5887561244531827,2.15,3.2,0.7896257265875224
nested,sgd,shuffled_projection,256,parameter_gradient_nonroot,4.951571373029513,6.9,9.8,0.3034667153377575
nested,sgd,shuffled_projection,256,parameter_jacobian_nonroot,5.171442810178814,7.5,10.65,0.29097391861210137
nested,sgd,shuffled_projection,256,path_q,1.5783409707194695,2.25,3.2,0.7950671994039438
nested,sgd,shuffled_projection,1024,loss_credit,1.9138507664272466,2.65,3.5,0.7081850749161215
nested,sgd,shuffled_projection,1024,parameter_gradient_nonroot,4.928333471478593,7.9,10.25,0.34361646448745053
nested,sgd,shuffled_projection,1024,parameter_jacobian_nonroot,5.90192875363722,8.8,11.1,0.2820184840607359
nested,sgd,shuffled_projection,1024,path_q,2.0364388489094716,2.85,3.65,0.6850612636755175
nested,sgd,subtree_projection,0,loss_credit,1.6233125689391765,2.65,3.6,0.7758274129380194
nested,sgd,subtree_projection,0,parameter_gradient_nonroot,4.875402274431359,8.45,11.6,0.36704715665310395
nested,sgd,subtree_projection,0,parameter_jacobian_nonroot,6.24266469954676,9.45,12.4,0.28081522519358826
nested,sgd,subtree_projection,0,path_q,1.635100997775646,2.6,3.65,0.7710618504017649
nested,sgd,subtree_projection,1,loss_credit,1.617367830534235,2.6,3.6,0.7777605468256197
nested,sgd,subtree_projection,1,parameter_gradient_nonroot,4.944837998689456,8.45,11.55,0.36125359429287823
nested,sgd,subtree_projection,1,parameter_jacobian_nonroot,6.199875955633692,9.4,12.35,0.2813473035899864
nested,sgd,subtree_projection,1,path_q,1.6230721579561862,2.6,3.65,0.7745364761534239
nested,sgd,subtree_projection,16,loss_credit,1.5456596297438598,2.3,3.35,0.7988183762013106
nested,sgd,subtree_projection,16,parameter_gradient_nonroot,4.994191943546017,7.85,11.3,0.337846458899723
nested,sgd,subtree_projection,16,parameter_jacobian_nonroot,5.61086461548887,8.85,12.0,0.29262875728108917
nested,sgd,subtree_projection,16,path_q,1.522958526161449,2.35,3.5,0.8049184976246734
nested,sgd,subtree_projection,64,loss_credit,1.4737213161309846,2.1,3.1,0.826035802726115
nested,sgd,subtree_projection,64,parameter_gradient_nonroot,4.927880958693226,6.75,9.8,0.30006130349037985
nested,sgd,subtree_projection,64,parameter_jacobian_nonroot,5.182126737489621,7.4,10.6,0.2901629633216211
nested,sgd,subtree_projection,64,path_q,1.457165222610611,2.2,3.2,0.8332468984774106
nested,sgd,subtree_projection,256,loss_credit,1.4500042544513234,2.0,2.8,0.8428574557887091
nested,sgd,subtree_projection,256,parameter_gradient_nonroot,4.695015938243512,5.9,8.4,0.2829457719425098
nested,sgd,subtree_projection,256,parameter_jacobian_nonroot,4.896893524296678,6.3,9.15,0.277867890185602
nested,sgd,subtree_projection,256,path_q,1.4670098483146372,2.1,2.85,0.838925771957536
nested,sgd,subtree_projection,1024,loss_credit,1.7962375254800098,2.3,3.2,0.7110929727413479
nested,sgd,subtree_projection,1024,parameter_gradient_nonroot,4.968602215199223,7.05,10.0,0.3041567430145686
nested,sgd,subtree_projection,1024,parameter_jacobian_nonroot,5.3245121468426255,7.65,10.85,0.2789372809495714
nested,sgd,subtree_projection,1024,path_q,1.8056392334719635,2.45,3.25,0.7191360662916857
quartet,adam,broadcast,0,loss_credit,1.4754969435000678,2.35,3.3,0.8182380172369783
quartet,adam,broadcast,0,parameter_gradient_nonroot,4.15248291081455,8.8,12.0,0.42547666615356466
quartet,adam,broadcast,0,parameter_jacobian_nonroot,5.644926926369927,9.45,12.2,0.32175992841667356
quartet,adam,broadcast,0,path_q,1.5903086174212928,2.4,3.35,0.7865023550568125
quartet,adam,broadcast,1,loss_credit,1.474929792549987,2.35,3.35,0.8184778501089344
quartet,adam,broadcast,1,parameter_gradient_nonroot,4.151043744816901,8.75,12.05,0.42548855477335784
quartet,adam,broadcast,1,parameter_jacobian_nonroot,5.640904251397619,9.5,12.2,0.32213408892214584
quartet,adam,broadcast,1,path_q,1.5908905804378874,2.4,3.35,0.7864078055543466
quartet,adam,broadcast,16,loss_credit,1.4843471034164597,2.3,3.3,0.8146854534104226
quartet,adam,broadcast,16,parameter_gradient_nonroot,4.169837108040583,8.9,12.05,0.4200293808613855
quartet,adam,broadcast,16,parameter_jacobian_nonroot,5.608824117732137,9.55,12.2,0.32746006388787324
quartet,adam,broadcast,16,path_q,1.605947766965442,2.4,3.3,0.7817798414016905
quartet,adam,broadcast,64,loss_credit,1.531493926977116,2.25,3.2,0.7966193112626968
quartet,adam,broadcast,64,parameter_gradient_nonroot,4.198212601000762,8.25,11.5,0.4137377132445339
quartet,adam,broadcast,64,parameter_jacobian_nonroot,5.406336685686105,9.1,11.7,0.3402075032036035
quartet,adam,broadcast,64,path_q,1.641077056062883,2.3,3.25,0.772041397570635
quartet,adam,broadcast,256,loss_credit,1.4963986987186675,2.0,3.15,0.8131254055715742
quartet,adam,broadcast,256,parameter_gradient_nonroot,4.284518235867862,7.2,10.05,0.400946012978483
quartet,adam,broadcast,256,parameter_jacobian_nonroot,4.691871078949912,7.45,10.45,0.3693401701074945
quartet,adam,broadcast,256,path_q,1.5282015465540713,2.15,3.2,0.8040998208633587
quartet,adam,broadcast,1024,loss_credit,1.5953891363815809,2.35,3.3,0.7804963582286817
quartet,adam,broadcast,1024,parameter_gradient_nonroot,4.786272105415198,7.55,10.3,0.3516077415674812
quartet,adam,broadcast,1024,parameter_jacobian_nonroot,4.869454930548592,7.5,10.5,0.3426816943859975
quartet,adam,broadcast,1024,path_q,1.589478312327325,2.35,3.3,0.7846819572754951
quartet,adam,exact,0,loss_credit,1.4754969435000678,2.35,3.3,0.8182380172369783
quartet,adam,exact,0,parameter_gradient_nonroot,4.15248291081455,8.8,12.0,0.42547666615356466
quartet,adam,exact,0,parameter_jacobian_nonroot,5.644926926369927,9.45,12.2,0.32175992841667356
quartet,adam,exact,0,path_q,1.5903086174212928,2.4,3.35,0.7865023550568125
quartet,adam,exact,1,loss_credit,1.4739847956684249,2.35,3.3,0.8198060700081056
quartet,adam,exact,1,parameter_gradient_nonroot,4.209766089674515,8.85,12.05,0.4187304380755255
quartet,adam,exact,1,parameter_jacobian_nonroot,5.579605419873957,9.4,12.25,0.3247292608262992
quartet,adam,exact,1,path_q,1.5760897037875237,2.35,3.4,0.7918498995539045
quartet,adam,exact,16,loss_credit,1.4679513378433682,2.15,3.15,0.830888459959598
quartet,adam,exact,16,parameter_gradient_nonroot,4.524200493289142,8.2,11.15,0.3932544435659621
quartet,adam,exact,16,parameter_jacobian_nonroot,4.712036886245599,8.55,11.4,0.3848515088096761
quartet,adam,exact,16,path_q,1.4757250970284737,2.2,3.2,0.8283467886971743
quartet,adam,exact,64,loss_credit,2.016322914567021,3.1,3.95,0.6958803253374908
quartet,adam,exact,64,parameter_gradient_nonroot,5.151840055146853,8.8,11.65,0.36364499309505993
quartet,adam,exact,64,parameter_jacobian_nonroot,5.455064057023672,9.0,11.95,0.35347868166782503
quartet,adam,exact,64,path_q,2.078342639811571,3.1,3.95,0.6897889341826005
quartet,adam,exact,256,loss_credit,2.887508410685267,4.2,4.75,0.5137542486649428
quartet,adam,exact,256,parameter_gradient_nonroot,6.901063186709199,11.0,13.55,0.28055151391667277
quartet,adam,exact,256,parameter_jacobian_nonroot,8.670928433087385,11.45,13.85,0.21373429820278397
quartet,adam,exact,256,path_q,3.1463747819516468,4.45,4.75,0.4730824111631464
quartet,adam,exact,1024,loss_credit,2.8401889759433585,4.4,5.0,0.5319531768448942
quartet,adam,exact,1024,parameter_gradient_nonroot,7.054089280878976,11.9,14.5,0.28517600960259626
quartet,adam,exact,1024,parameter_jacobian_nonroot,9.571844147864136,12.45,14.8,0.1873170436983918
quartet,adam,exact,1024,path_q,3.143221192822062,4.65,5.05,0.48727008850622494
quartet,adam,global_projection,0,loss_credit,1.4754969435000678,2.35,3.3,0.8182380172369783
quartet,adam,global_projection,0,parameter_gradient_nonroot,4.15248291081455,8.8,12.0,0.42547666615356466
quartet,adam,global_projection,0,parameter_jacobian_nonroot,5.644926926369927,9.45,12.2,0.32175992841667356
quartet,adam,global_projection,0,path_q,1.5903086174212928,2.4,3.35,0.7865023550568125
quartet,adam,global_projection,1,loss_credit,1.467761455691114,2.35,3.35,0.8213902180779309
quartet,adam,global_projection,1,parameter_gradient_nonroot,4.166482083929841,8.85,12.05,0.42477560707801326
quartet,adam,global_projection,1,parameter_jacobian_nonroot,5.599916504666529,9.4,12.25,0.3243751694772088
quartet,adam,global_projection,1,path_q,1.5759619074533284,2.35,3.4,0.7918188575241097
quartet,adam,global_projection,16,loss_credit,1.4175679301908748,2.1,3.1,0.8414793378138317
quartet,adam,global_projection,16,parameter_gradient_nonroot,4.466430991861338,8.55,11.55,0.38505164389589713
quartet,adam,global_projection,16,parameter_jacobian_nonroot,4.94256478266442,9.0,11.75,0.3608778592999377
quartet,adam,global_projection,16,path_q,1.4275303491758202,2.2,3.1,0.837902457226531
quartet,adam,global_projection,64,loss_credit,1.490746695428092,2.3,3.25,0.8238894976573343
quartet,adam,global_projection,64,parameter_gradient_nonroot,4.19054299282183,6.9,9.85,0.41097991769367254
quartet,adam,global_projection,64,parameter_jacobian_nonroot,4.340151105189675,7.2,10.05,0.3954824348477075
quartet,adam,global_projection,64,path_q,1.524441057092573,2.35,3.2,0.8142341760731355
quartet,adam,global_projection,256,loss_credit,2.047830791562444,2.95,3.7,0.6688245061961167
quartet,adam,global_projection,256,parameter_gradient_nonroot,5.208509401145074,7.8,10.3,0.37387903283467205
quartet,adam,global_projection,256,parameter_jacobian_nonroot,5.567040874584767,8.1,10.65,0.35753753882240275
quartet,adam,global_projection,256,path_q,2.095199227962365,2.9,3.75,0.6635264286559834
quartet,adam,global_projection,1024,loss_credit,2.0581824227846686,3.1,4.0,0.6776299020962002
quartet,adam,global_projection,1024,parameter_gradient_nonroot,5.466658757120121,8.15,10.8,0.3895148962760391
quartet,adam,global_projection,1024,parameter_jacobian_nonroot,6.100771988063402,8.55,11.2,0.3641774196110753
quartet,adam,global_projection,1024,path_q,2.185909649398387,3.15,4.0,0.6521744673641189
quartet,adam,shuffled_projection,0,loss_credit,1.4754969435000678,2.35,3.3,0.8182380172369783
quartet,adam,shuffled_projection,0,parameter_gradient_nonroot,4.15248291081455,8.8,12.0,0.42547666615356466
quartet,adam,shuffled_projection,0,parameter_jacobian_nonroot,5.644926926369927,9.45,12.2,0.32175992841667356
quartet,adam,shuffled_projection,0,path_q,1.5903086174212928,2.4,3.35,0.7865023550568125
quartet,adam,shuffled_projection,1,loss_credit,1.4672576978912502,2.35,3.35,0.8217147454122401
quartet,adam,shuffled_projection,1,parameter_gradient_nonroot,4.1683993175219225,8.85,12.05,0.4239148744232367
quartet,adam,shuffled_projection,1,parameter_jacobian_nonroot,5.595075220218784,9.4,12.25,0.32465985491872407
quartet,adam,shuffled_projection,1,path_q,1.5743708290223766,2.35,3.45,0.79206305735876
quartet,adam,shuffled_projection,16,loss_credit,1.4398296595761457,2.1,3.2,0.8332967287362285
quartet,adam,shuffled_projection,16,parameter_gradient_nonroot,4.387264836973224,8.25,11.5,0.4015940296533692
quartet,adam,shuffled_projection,16,parameter_jacobian_nonroot,4.879516932554315,8.7,11.5,0.37199886805615034
quartet,adam,shuffled_projection,16,path_q,1.4555215809094153,2.15,3.25,0.829106842178666
quartet,adam,shuffled_projection,64,loss_credit,1.7375592651453384,2.75,3.85,0.7528351753438717
quartet,adam,shuffled_projection,64,parameter_gradient_nonroot,4.650382169047326,8.15,11.2,0.3848566416905032
quartet,adam,shuffled_projection,64,parameter_jacobian_nonroot,5.133863179441841,8.6,11.45,0.3536328147206776
quartet,adam,shuffled_projection,64,path_q,1.816822629062522,2.75,3.95,0.7327903475103063
quartet,adam,shuffled_projection,256,loss_credit,2.5186667139252625,3.6,4.25,0.5624268882294421
