membrane_resistance_ohm_cm2,background_leak_multiplier,dose_scheme,dose_value,metric,n_cells,mean_shunt_minus_additive,ci95_low,ci95_high,cells_positive
1000,4,input_conductance_normalized,4,localization_index,8,1.18807364,1.126735237,1.249959383,8
1000,4,input_conductance_normalized,4,signed_localization,8,-1.718641963,-1.791731153,-1.633520694,0
1000,4,input_conductance_normalized,4,descendant_attenuated_fraction,8,1,1,1,8
1000,4,input_conductance_normalized,4,descendant_enhanced_fraction,8,-1,-1,-1,0
1000,4,input_conductance_normalized,4,descendant_sign_flip_fraction,8,0,0,0,0
1000,4,input_conductance_normalized,4,descendant_gradient_energy_ratio,8,-3.385722004,-3.541859167,-3.215744588,0
1000,4,relative_local,0.25,localization_index,8,0.02839805112,0.02185851151,0.0352210666,8
1000,4,relative_local,0.25,signed_localization,8,-0.03799188019,-0.04683499407,-0.02970114457,0
1000,4,relative_local,0.25,descendant_attenuated_fraction,8,1,1,1,8
1000,4,relative_local,0.25,descendant_enhanced_fraction,8,-1,-1,-1,0
1000,4,relative_local,0.25,descendant_sign_flip_fraction,8,0,0,0,0
1000,4,relative_local,0.25,descendant_gradient_energy_ratio,8,-0.07684938442,-0.09387998184,-0.06063534461,0
1000,4,relative_local,1,localization_index,8,0.102724475,0.08101860011,0.1248880672,8
1000,4,relative_local,1,signed_localization,8,-0.1398453523,-0.169776426,-0.1109084719,0
1000,4,relative_local,1,descendant_attenuated_fraction,8,1,1,1,8
1000,4,relative_local,1,descendant_enhanced_fraction,8,-1,-1,-1,0
1000,4,relative_local,1,descendant_sign_flip_fraction,8,0,0,0,0
1000,4,relative_local,1,descendant_gradient_energy_ratio,8,-0.2658772077,-0.3188122217,-0.2154506428,0
1000,4,relative_local,2,localization_index,8,0.1844381162,0.1484088505,0.2209951197,8
1000,4,relative_local,2,signed_localization,8,-0.2558035413,-0.3052508126,-0.2067445735,0
1000,4,relative_local,2,descendant_attenuated_fraction,8,1,1,1,8
1000,4,relative_local,2,descendant_enhanced_fraction,8,-1,-1,-1,0
1000,4,relative_local,2,descendant_sign_flip_fraction,8,0,0,0,0
1000,4,relative_local,2,descendant_gradient_energy_ratio,8,-0.46921262,-0.5598232227,-0.3834585014,0
15000,0,fixed_absolute_ns,0.05,localization_index,8,-0.0005464044561,-0.000965888449,-0.0001320098778,2
15000,0,fixed_absolute_ns,0.05,signed_localization,8,-0.004560537244,-0.005337967462,-0.0036820652,0
15000,0,fixed_absolute_ns,0.05,descendant_attenuated_fraction,8,1,1,1,8
15000,0,fixed_absolute_ns,0.05,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,0,fixed_absolute_ns,0.05,descendant_sign_flip_fraction,8,0,0,0,0
15000,0,fixed_absolute_ns,0.05,descendant_gradient_energy_ratio,8,-0.02109650075,-0.0241278206,-0.01822911616,0
15000,0,fixed_absolute_ns,0.5,localization_index,8,-0.003915338587,-0.007472307876,-0.0003979593491,2
15000,0,fixed_absolute_ns,0.5,signed_localization,8,-0.04571583367,-0.05341318167,-0.03685255342,0
15000,0,fixed_absolute_ns,0.5,descendant_attenuated_fraction,8,1,1,1,8
15000,0,fixed_absolute_ns,0.5,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,0,fixed_absolute_ns,0.5,descendant_sign_flip_fraction,8,0,0,0,0
15000,0,fixed_absolute_ns,0.5,descendant_gradient_energy_ratio,8,-0.1966338413,-0.222121885,-0.1736396754,0
15000,0,fixed_absolute_ns,5,localization_index,8,0.006109032493,-0.01249323787,0.02364704428,5
15000,0,fixed_absolute_ns,5,signed_localization,8,-0.4102787475,-0.4660683945,-0.3399417579,0
15000,0,fixed_absolute_ns,5,descendant_attenuated_fraction,8,1,1,1,8
15000,0,fixed_absolute_ns,5,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,0,fixed_absolute_ns,5,descendant_sign_flip_fraction,8,0,0,0,0
15000,0,fixed_absolute_ns,5,descendant_gradient_energy_ratio,8,-1.395489628,-1.629583634,-1.214121424,0
15000,0,input_conductance_normalized,0.25,localization_index,8,-0.006239341036,-0.01267039654,-0.0002882570837,2
15000,0,input_conductance_normalized,0.25,signed_localization,8,-0.09449677471,-0.1115184869,-0.07530202037,0
15000,0,input_conductance_normalized,0.25,descendant_attenuated_fraction,8,1,1,1,8
15000,0,input_conductance_normalized,0.25,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,0,input_conductance_normalized,0.25,descendant_sign_flip_fraction,8,0,0,0,0
15000,0,input_conductance_normalized,0.25,descendant_gradient_energy_ratio,8,-0.4125286607,-0.4256651192,-0.3981482803,0
15000,0,input_conductance_normalized,1,localization_index,8,-0.0003618457495,-0.0170871914,0.01475854899,4
15000,0,input_conductance_normalized,1,signed_localization,8,-0.3615816895,-0.4264224967,-0.2882083414,0
15000,0,input_conductance_normalized,1,descendant_attenuated_fraction,8,1,1,1,8
15000,0,input_conductance_normalized,1,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,0,input_conductance_normalized,1,descendant_sign_flip_fraction,8,0,0,0,0
15000,0,input_conductance_normalized,1,descendant_gradient_energy_ratio,8,-1.200580781,-1.31457922,-1.075769865,0
15000,0,input_conductance_normalized,4,localization_index,8,0.0661080964,0.03131302993,0.1012309341,7
15000,0,input_conductance_normalized,4,signed_localization,8,-1.146717654,-1.32455959,-0.9380544769,0
15000,0,input_conductance_normalized,4,descendant_attenuated_fraction,8,1,1,1,8
15000,0,input_conductance_normalized,4,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,0,input_conductance_normalized,4,descendant_sign_flip_fraction,8,0,0,0,0
15000,0,input_conductance_normalized,4,descendant_gradient_energy_ratio,8,-3.970485328,-4.819618872,-3.082484533,0
15000,0,relative_local,0.25,localization_index,8,-0.0006424502946,-0.001635861228,-3.371120752e-05,2
15000,0,relative_local,0.25,signed_localization,8,-0.004088514354,-0.007883218615,-0.001370234881,0
15000,0,relative_local,0.25,descendant_attenuated_fraction,8,1,1,1,8
15000,0,relative_local,0.25,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,0,relative_local,0.25,descendant_sign_flip_fraction,8,0,0,0,0
15000,0,relative_local,0.25,descendant_gradient_energy_ratio,8,-0.01194571961,-0.02076160307,-0.005514348833,0
15000,0,relative_local,1,localization_index,8,-0.001742785228,-0.004364824664,5.434781737e-05,2
15000,0,relative_local,1,signed_localization,8,-0.01617195119,-0.03105843981,-0.00554052699,0
15000,0,relative_local,1,descendant_attenuated_fraction,8,1,1,1,8
15000,0,relative_local,1,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,0,relative_local,1,descendant_sign_flip_fraction,8,0,0,0,0
15000,0,relative_local,1,descendant_gradient_energy_ratio,8,-0.04766562143,-0.08373861841,-0.02189688047,0
15000,0,relative_local,2,localization_index,8,-0.002412498963,-0.006006458482,0.000431008384,2
15000,0,relative_local,2,signed_localization,8,-0.03129896202,-0.05900114965,-0.01120688899,0
15000,0,relative_local,2,descendant_attenuated_fraction,8,1,1,1,8
15000,0,relative_local,2,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,0,relative_local,2,descendant_sign_flip_fraction,8,0,0,0,0
15000,0,relative_local,2,descendant_gradient_energy_ratio,8,-0.09477784641,-0.1668162149,-0.04318585407,0
15000,1,fixed_absolute_ns,0.05,localization_index,8,0.001114132481,0.0009960027212,0.001280771733,8
15000,1,fixed_absolute_ns,0.05,signed_localization,8,-0.004250559629,-0.004867209088,-0.003515697796,0
15000,1,fixed_absolute_ns,0.05,descendant_attenuated_fraction,8,1,1,1,8
15000,1,fixed_absolute_ns,0.05,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,1,fixed_absolute_ns,0.05,descendant_sign_flip_fraction,8,0,0,0,0
15000,1,fixed_absolute_ns,0.05,descendant_gradient_energy_ratio,8,-0.01567251214,-0.01743023513,-0.0140680743,0
15000,1,fixed_absolute_ns,0.5,localization_index,8,0.01128020976,0.01017681097,0.01281632659,8
15000,1,fixed_absolute_ns,0.5,signed_localization,8,-0.04213338953,-0.04808079493,-0.03475239891,0
15000,1,fixed_absolute_ns,0.5,descendant_attenuated_fraction,8,1,1,1,8
15000,1,fixed_absolute_ns,0.5,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,1,fixed_absolute_ns,0.5,descendant_sign_flip_fraction,8,0,0,0,0
15000,1,fixed_absolute_ns,0.5,descendant_gradient_energy_ratio,8,-0.1468991435,-0.1623746404,-0.1332907721,0
15000,1,fixed_absolute_ns,5,localization_index,8,0.1027784319,0.09546424976,0.1115528166,8
15000,1,fixed_absolute_ns,5,signed_localization,8,-0.37257424,-0.4164963403,-0.3144355166,0
15000,1,fixed_absolute_ns,5,descendant_attenuated_fraction,8,1,1,1,8
15000,1,fixed_absolute_ns,5,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,1,fixed_absolute_ns,5,descendant_sign_flip_fraction,8,0,0,0,0
15000,1,fixed_absolute_ns,5,descendant_gradient_energy_ratio,8,-0.9976286323,-1.097959893,-0.9161110484,0
15000,1,input_conductance_normalized,0.25,localization_index,8,0.03255853605,0.02967355428,0.03525896279,8
15000,1,input_conductance_normalized,0.25,signed_localization,8,-0.1151235013,-0.1328680307,-0.0944066495,0
15000,1,input_conductance_normalized,0.25,descendant_attenuated_fraction,8,1,1,1,8
15000,1,input_conductance_normalized,0.25,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,1,input_conductance_normalized,0.25,descendant_sign_flip_fraction,8,0,0,0,0
15000,1,input_conductance_normalized,0.25,descendant_gradient_energy_ratio,8,-0.4031829927,-0.4128283073,-0.3927276214,0
15000,1,input_conductance_normalized,1,localization_index,8,0.1209759932,0.1108031713,0.1307807969,8
15000,1,input_conductance_normalized,1,signed_localization,8,-0.4246341742,-0.4876031046,-0.3507664282,0
15000,1,input_conductance_normalized,1,descendant_attenuated_fraction,8,1,1,1,8
15000,1,input_conductance_normalized,1,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,1,input_conductance_normalized,1,descendant_sign_flip_fraction,8,0,0,0,0
15000,1,input_conductance_normalized,1,descendant_gradient_energy_ratio,8,-1.106320501,-1.185514742,-1.01966949,0
15000,1,input_conductance_normalized,4,localization_index,8,0.3377113157,0.3145852225,0.3648047354,8
15000,1,input_conductance_normalized,4,signed_localization,8,-1.287651657,-1.452637254,-1.094598006,0
15000,1,input_conductance_normalized,4,descendant_attenuated_fraction,8,1,1,1,8
15000,1,input_conductance_normalized,4,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,1,input_conductance_normalized,4,descendant_sign_flip_fraction,8,0,0,0,0
15000,1,input_conductance_normalized,4,descendant_gradient_energy_ratio,8,-3.168400589,-3.691787266,-2.603732431,0
15000,1,relative_local,0.25,localization_index,8,0.001253861509,0.0005755412224,0.002109547518,8
15000,1,relative_local,0.25,signed_localization,8,-0.005605205256,-0.01032124452,-0.0022271609,0
15000,1,relative_local,0.25,descendant_attenuated_fraction,8,1,1,1,8
15000,1,relative_local,0.25,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,1,relative_local,0.25,descendant_sign_flip_fraction,8,0,0,0,0
15000,1,relative_local,0.25,descendant_gradient_energy_ratio,8,-0.01455753049,-0.02421721272,-0.007297523616,0
15000,1,relative_local,1,localization_index,8,0.005021255104,0.002320341643,0.008457694824,8
15000,1,relative_local,1,signed_localization,8,-0.02168810324,-0.03893938046,-0.008652184626,0
15000,1,relative_local,1,descendant_attenuated_fraction,8,1,1,1,8
15000,1,relative_local,1,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,1,relative_local,1,descendant_sign_flip_fraction,8,0,0,0,0
15000,1,relative_local,1,descendant_gradient_energy_ratio,8,-0.05511330681,-0.09035245381,-0.02861803052,0
15000,1,relative_local,2,localization_index,8,0.009653442686,0.004659802908,0.01604269441,8
15000,1,relative_local,2,signed_localization,8,-0.04137526935,-0.07259019642,-0.01745596216,0
15000,1,relative_local,2,descendant_attenuated_fraction,8,1,1,1,8
15000,1,relative_local,2,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,1,relative_local,2,descendant_sign_flip_fraction,8,0,0,0,0
15000,1,relative_local,2,descendant_gradient_energy_ratio,8,-0.1050439799,-0.1706279776,-0.05679916734,0
15000,4,fixed_absolute_ns,0.05,localization_index,8,0.001936476456,0.001754094967,0.002091244321,8
15000,4,fixed_absolute_ns,0.05,signed_localization,8,-0.003708336307,-0.00413242378,-0.003144764129,0
15000,4,fixed_absolute_ns,0.05,descendant_attenuated_fraction,8,1,1,1,8
15000,4,fixed_absolute_ns,0.05,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,4,fixed_absolute_ns,0.05,descendant_sign_flip_fraction,8,0,0,0,0
15000,4,fixed_absolute_ns,0.05,descendant_gradient_energy_ratio,8,-0.01080484428,-0.01156920343,-0.01016593137,0
15000,4,fixed_absolute_ns,0.5,localization_index,8,0.01902616857,0.01732190074,0.02050837903,8
15000,4,fixed_absolute_ns,0.5,signed_localization,8,-0.03659665689,-0.04064039639,-0.03108204738,0
15000,4,fixed_absolute_ns,0.5,descendant_attenuated_fraction,8,1,1,1,8
15000,4,fixed_absolute_ns,0.5,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,4,fixed_absolute_ns,0.5,descendant_sign_flip_fraction,8,0,0,0,0
15000,4,fixed_absolute_ns,0.5,descendant_gradient_energy_ratio,8,-0.1024535978,-0.1095087811,-0.09671144646,0
15000,4,fixed_absolute_ns,5,localization_index,8,0.1600806907,0.1491167771,0.1694756238,8
15000,4,fixed_absolute_ns,5,signed_localization,8,-0.3229708737,-0.3557633808,-0.2777962325,0
15000,4,fixed_absolute_ns,5,descendant_attenuated_fraction,8,1,1,1,8
15000,4,fixed_absolute_ns,5,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,4,fixed_absolute_ns,5,descendant_sign_flip_fraction,8,0,0,0,0
15000,4,fixed_absolute_ns,5,descendant_gradient_energy_ratio,8,-0.7123357916,-0.7535217575,-0.6767247218,0
15000,4,input_conductance_normalized,0.25,localization_index,8,0.07705966888,0.07125587945,0.08177481353,8
15000,4,input_conductance_normalized,0.25,signed_localization,8,-0.1448889958,-0.1617644217,-0.1245977217,0
15000,4,input_conductance_normalized,0.25,descendant_attenuated_fraction,8,1,1,1,8
15000,4,input_conductance_normalized,0.25,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,4,input_conductance_normalized,0.25,descendant_sign_flip_fraction,8,0,0,0,0
15000,4,input_conductance_normalized,0.25,descendant_gradient_energy_ratio,8,-0.3971488659,-0.4034277224,-0.3899814519,0
15000,4,input_conductance_normalized,1,localization_index,8,0.25868781,0.2436583338,0.2717694115,8
15000,4,input_conductance_normalized,1,signed_localization,8,-0.5128840796,-0.5697662779,-0.4426083379,0
15000,4,input_conductance_normalized,1,descendant_attenuated_fraction,8,1,1,1,8
15000,4,input_conductance_normalized,1,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,4,input_conductance_normalized,1,descendant_sign_flip_fraction,8,0,0,0,0
15000,4,input_conductance_normalized,1,descendant_gradient_energy_ratio,8,-1.046427178,-1.094613858,-0.9889609027,0
15000,4,input_conductance_normalized,4,localization_index,8,0.6377871619,0.6198418512,0.657754748,8
15000,4,input_conductance_normalized,4,signed_localization,8,-1.467692116,-1.608698316,-1.29658732,0
15000,4,input_conductance_normalized,4,descendant_attenuated_fraction,8,1,1,1,8
15000,4,input_conductance_normalized,4,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,4,input_conductance_normalized,4,descendant_sign_flip_fraction,8,0,0,0,0
15000,4,input_conductance_normalized,4,descendant_gradient_energy_ratio,8,-2.686626823,-2.994338378,-2.332726362,0
15000,4,relative_local,0.25,localization_index,8,0.004339098119,0.002254938879,0.006810024168,8
15000,4,relative_local,0.25,signed_localization,8,-0.008846222476,-0.01456115141,-0.004355723433,0
15000,4,relative_local,0.25,descendant_attenuated_fraction,8,1,1,1,8
15000,4,relative_local,0.25,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,4,relative_local,0.25,descendant_sign_flip_fraction,8,0,0,0,0
15000,4,relative_local,0.25,descendant_gradient_energy_ratio,8,-0.0205006911,-0.03185649286,-0.01172037819,0
15000,4,relative_local,1,localization_index,8,0.01614452913,0.008941614419,0.02461425182,8
15000,4,relative_local,1,signed_localization,8,-0.03359046438,-0.05423862985,-0.01722617199,0
15000,4,relative_local,1,descendant_attenuated_fraction,8,1,1,1,8
15000,4,relative_local,1,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,4,relative_local,1,descendant_sign_flip_fraction,8,0,0,0,0
15000,4,relative_local,1,descendant_gradient_energy_ratio,8,-0.07406060649,-0.1099855891,-0.04498619563,0
15000,4,relative_local,2,localization_index,8,0.0297629638,0.01751374504,0.04395237948,8
15000,4,relative_local,2,signed_localization,8,-0.06333641251,-0.09949680666,-0.03403180097,0
15000,4,relative_local,2,descendant_attenuated_fraction,8,1,1,1,8
15000,4,relative_local,2,descendant_enhanced_fraction,8,-1,-1,-1,0
15000,4,relative_local,2,descendant_sign_flip_fraction,8,0,0,0,0
15000,4,relative_local,2,descendant_gradient_energy_ratio,8,-0.1361293687,-0.1987241851,-0.08630087599,0
