stage,index,python,cuda,device_name,PyYAML,numpy,omegaconf,pandas,scipy,torch,torchvision,wandb
fresh,23,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,24,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,25,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,26,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,27,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,28,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,29,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,30,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,31,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,32,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,33,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,34,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,35,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,36,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,37,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,38,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,39,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,40,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,41,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,42,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,43,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,44,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,45,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,46,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,47,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,48,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,49,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,50,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,51,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,52,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,53,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,54,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,55,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,56,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,57,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,58,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,59,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,60,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,61,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,62,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,63,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,64,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,65,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,66,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,67,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,68,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,69,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,70,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,71,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,72,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,73,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,74,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,75,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,76,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,77,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,78,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,79,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,80,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,81,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,82,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,83,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,84,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,85,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,86,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,87,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,88,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,89,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,90,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,91,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,92,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,93,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,94,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,95,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,96,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,97,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,98,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,99,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,100,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,101,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,102,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,103,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,104,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,105,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,106,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,107,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,108,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,109,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,110,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,111,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,112,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,113,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,114,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,115,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,116,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,117,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,118,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,119,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,120,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,121,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,122,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,123,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,124,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,125,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,126,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,127,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,128,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,129,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,130,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,131,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,132,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,133,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,134,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
